model,price,depreciation,registration_date,manufactured_year,mileage,road_tax,transmission,deregistration_value,omv,coe,arf,engine_cap,power,curb_weight,types,status,posted_date,updated_date,maker
Toyota Corolla Altis 1.6A Elegance,102888,13720,2019-12-20,2019,166000,742,Auto,38801,21754,32889,22456,1598,96,1315,Mid-Sized Sedan,AVAIL,2023-03-28,2023-03-28,TOYOTA
Mercedes-Benz GLC-Class GLC250 4MATIC,186800,25280,2019-07-25,2019,28000,1202,Auto,69327,45996,43102,56395,1991,155,1735,SUV,AVAIL,2023-04-13,2023-04-13,MERCEDES-BENZ
Mercedes-Benz E-Class E250 CGI (COE till 03/2030),87787,12891,2010-04-19,2009,133761,1266,Auto,24481,53000,35416,53000,1796,150,1650,Luxury Sedan,SOLD,2023-04-01,2023-04-06,MERCEDES-BENZ
BMW X6 xDrive35i Sunroof (COE till 12/2028),151200,26820,2008-12-05,2008,117500,3543,Auto,17782,73434,31553,73434,2979,306,2145,SUV,AVAIL,2023-04-02,2023-04-07,BMW
Nissan NV200 1.6A DX,65018,10099,2020-12-11,2020,35792,365,Auto,16228,21218,24802,1061,1597,79,1220,Van,SOLD,2023-03-30,2023-04-05,NISSAN
Audi S3 2.0M TFSI Quattro (COE till 06/2027),81800,19510,2007-06-26,2007,158000,1791,Auto,22658,54550,54088,60005,1984,188,1455,Sports Car,AVAIL,2023-03-31,2023-04-15,AUDI
Bentley Continental Flying Spur 6.0A (COE till 04/2031),178800,22240,2011-05-24,2008,73138,8489,Auto,38034,132569,47316,132569,5998,412,2600,Luxury Sedan,AVAIL,2023-03-26,2023-03-26,BENTLEY
Kia Cerato 1.6A LX,79800,11960,2019-06-18,2018,30398,738,Auto,24830,11964,25689,11964,1591,94,1287,Mid-Sized Sedan,AVAIL,2023-04-17,2023-04-17,KIA
Toyota RegiusAce 2.8A,92800,12876,2019-11-21,2019,53000,743,Auto,15967,42007,22522,2101,2754,92,2100,Bus/Mini Bus,AVAIL,2023-04-16,2023-04-16,TOYOTA
Volvo S80 D2 Diesel,29800,17580,2014-02-07,2012,155000,1144,Auto,21359,38706,71564,31189,1560,84,1596,Luxury Sedan,AVAIL,2023-04-04,2023-04-12,VOLVO
Audi A3 Sedan 1.4A TFSI S-tronic Ambition,31500,18220,2014-06-26,2014,158000,624,Auto,18575,30408,65689,19572,1395,90,1310,Luxury Sedan,AVAIL,2023-04-08,2023-04-17,AUDI
BMW X1 sDrive20i M-Sport,155800,17780,2020-08-14,2020,50000,1210,Auto,63874,42149,35001,51009,1998,141,1485,SUV,AVAIL,2023-04-12,2023-04-12,BMW
Mazda 3 1.5A,52300,11880,2017-04-18,2017,93904,682,Auto,26200,14476,50101,9476,1496,88,1310,Mid-Sized Sedan,AVAIL,2023-04-04,2023-04-16,MAZDA
Toyota Hiace 3.0M,24800,16760,2014-10-09,2014,152951,647,Manual,4500,27502,30415,1376,2982,92,1740,Van,AVAIL,2023-04-14,2023-04-14,TOYOTA
BMW X1 sDrive20i,105800,20580,2017-06-19,2017,86000,1210,Auto,48825,34200,50110,39880,1998,141,1485,SUV,AVAIL,2023-04-13,2023-04-17,BMW
Mercedes-Benz S-Class S500L Mild Hybrid AMG Line 4MATIC Premium,469000,46280,2021-07-30,2021,15400,2384,Auto,177785,110489,63002,170881,2999,336,2065,Luxury Sedan,AVAIL,2023-03-28,2023-03-29,MERCEDES-BENZ
Audi A3 Sedan 1.4A TFSI Ambiente,54015,15796,2014-08-27,2014,106173,624,Auto,20911,27205,65710,15087,1395,90,1310,Luxury Sedan,SOLD,2023-04-11,2023-04-14,AUDI
BMW 5 Series 520i,84800,21190,2015-10-05,2014,128400,1210,Auto,53793,51665,60001,64997,1997,135,1685,Luxury Sedan,AVAIL,2023-04-03,2023-04-03,BMW
Honda Freed 1.5A G (COE till 08/2030),88800,12040,2010-09-01,2008,120155,887,Auto,23741,20999,32190,20999,1496,87,1300,MPV,AVAIL,2023-03-24,2023-03-28,HONDA
Lexus UX Hybrid UX250h Executive,100557,15129,2021-04-05,2021,56593,1198,Auto,40683,41062,50100,34487,1987,135,1570,SUV,SOLD,2023-04-08,2023-04-15,LEXUS
SEAT Ateca 1.4A TSI Xcellence,159888,15220,2022-10-10,2020,57012,624,Auto,114207,27893,95856,31051,1395,110,1377,SUV,AVAIL,2023-03-26,2023-04-11,SEAT
Chrysler 300C,58800,18710,2014-07-10,2013,36000,3330,Auto,47624,55316,67290,71569,3604,210,1876,Luxury Sedan,AVAIL,2023-04-07,2023-04-08,CHRYSLER
Toyota Alphard 2.5A S C-Package Moonroof,309988,28850,2023-02-09,2022,50,1792,Auto,130602,43784,116577,53298,2493,134,2030,MPV,AVAIL,2023-04-17,2023-04-17,TOYOTA
BMW 5 Series 530i Luxury,133777,25730,2017-04-21,2017,66000,1210,Auto,64421,49363,54000,61109,1998,185,1540,Luxury Sedan,AVAIL,2023-04-12,2023-04-14,BMW
Porsche Cayenne GTS 4.8A Tip (New 10-yr COE),190643,23812,2013-03-18,2012,102851,5731,Auto,32327,126488,47070,126488,4806,309,2085,SUV,SOLD,2023-03-28,2023-04-11,PORSCHE
Jaguar XF Diesel 2.0A,84800,17190,2016-08-02,2016,62500,1812,Auto,53430,52420,51010,56356,1999,132,1672,Luxury Sedan,AVAIL,2023-04-13,2023-04-15,JAGUAR
Kia Cerato 1.6A EX (OPC),28021,10618,2018-11-02,2018,142649,238,Auto,3425,13967,14997,13967,1591,94,1287,Mid-Sized Sedan,AVAIL,2023-04-09,2023-04-10,KIA
Suzuki Jimny Sierra 1.5A JC,168988,17160,2022-07-01,2021,11,662,Auto,85456,21337,74989,21872,1460,75,1090,SUV,AVAIL,2023-04-05,2023-04-06,SUZUKI
Honda Vezel 1.5A X,53588,14170,2016-09-09,2016,85000,682,Auto,24600,20662,51506,10927,1496,96,1190,SUV,AVAIL,2023-04-15,2023-04-15,HONDA
Citroen e-Dispatch Electric,115800,12080,2022-11-16,2022,25199,862,Auto,52972,43025,55258,2152,2691,99,2000,Van,AVAIL,2023-04-10,2023-04-14,CITROEN
Proton Gen 2 1.3M (COE till 10/2027),37800,8440,2007-10-09,2007,160000,879,Manual,19055,9218,42564,10140,1332,70,1150,Hatchback,AVAIL,2023-04-11,2023-04-11,PROTON
Toyota Hiace 2.8A Super GL Dark Prime,84800,13520,2019-07-25,2019,77588,1085,Auto,15433,46256,24599,2313,2754,107,1880,Van,AVAIL,2023-04-14,2023-04-14,TOYOTA
Kia Sportage 2.0A GT Line,79800,15680,2017-07-28,2017,90000,1212,Auto,39178,23823,50110,25353,1999,114,1500,SUV,AVAIL,2023-04-08,2023-04-08,KIA
Honda Fit 1.3A G (COE till 04/2026),33800,11120,2011-05-16,2008,163000,708,Auto,12847,14343,21142,14343,1339,73,1010,Hatchback,AVAIL,2023-04-15,2023-04-15,HONDA
Toyota Corolla Altis 1.6A Elegance,54800,14470,2016-05-27,2015,150000,742,Auto,27611,19589,47889,19589,1598,90,1205,Mid-Sized Sedan,SOLD,2023-03-24,2023-03-27,TOYOTA
Honda Jazz 1.3A GLI (COE till 08/2024),14800,11020,2009-08-20,2008,188000,826,Auto,3937,12969,14664,12969,1339,73,1110,Hatchback,AVAIL,2023-04-16,2023-04-16,HONDA
Mercedes-Benz S-Class S350L BlueTEC (New 10-yr COE),253800,25360,2014-05-06,2013,129000,3366,Auto,68580,93949,54382,136109,2987,190,1975,Luxury Sedan,AVAIL,2023-04-13,2023-04-13,MERCEDES-BENZ
Mazda 3 1.5A Sunroof,62599,13098,2017-06-22,2017,70541,682,Auto,27444,16083,45201,11083,1496,88,1310,Mid-Sized Sedan,SOLD,2023-03-31,2023-04-07,MAZDA
Honda Civic 1.8A VTi-S GL (COE till 10/2025),25163,14870,2010-11-04,2009,146003,1271,Auto,6720,23235,19108,23235,1799,103,1240,Mid-Sized Sedan,SOLD,2023-03-26,2023-03-30,HONDA
Mercedes-Benz CLA-Class CLA180 Progressive,162800,18350,2021-01-28,2020,35000,586,Auto,57894,34200,39500,39880,1332,96,1410,Luxury Sedan,AVAIL,2023-03-28,2023-04-08,MERCEDES-BENZ
Porsche Macan S 3.0A PDK,228800,38840,2017-11-07,2017,48800,2382,Auto,95198,73018,50001,103433,2997,250,1940,SUV,AVAIL,2023-04-15,2023-04-15,PORSCHE
Honda Odyssey 2.4A EXV-S Sunroof,53888,23470,2014-11-28,2014,100000,1630,Auto,29314,28509,72890,31913,2356,129,1855,MPV,AVAIL,2023-04-12,2023-04-12,HONDA
Honda Vezel Hybrid 1.5A X Honda Sensing,89800,14430,2018-11-16,2018,48000,682,Auto,31268,26021,32552,18430,1496,112,1280,SUV,AVAIL,2023-04-01,2023-04-07,HONDA
Toyota Vios 1.5A E (COE till 09/2023),14285,11511,2008-09-29,2008,110994,1026,Auto,3828,11834,16170,8960,1497,80,1095,Mid-Sized Sedan,SOLD,2023-04-08,2023-04-10,TOYOTA
Honda Jade 1.5A RS,70000,17370,2016-07-25,2016,106500,682,Auto,35932,24552,57501,26373,1496,110,1510,MPV,AVAIL,2023-04-03,2023-04-03,HONDA
Toyota C-HR Hybrid 1.8A G,122800,14010,2021-04-21,2017,22765,974,Auto,52096,31457,47806,21040,1797,90,1440,SUV,AVAIL,2023-04-06,2023-04-06,TOYOTA
BMW 3 Series 320i Gran Turismo,38800,28287,2013-09-30,2013,87000,1210,Auto,27759,43992,77100,48589,1997,135,1560,Luxury Sedan,AVAIL,2023-04-05,2023-04-11,BMW
Subaru Impreza WRX 5D 2.5M STI (COE till 11/2028),92000,16350,2009-07-31,2008,155964,2450,Manual,18067,31725,32121,31725,2457,221,1505,Sports Car,AVAIL,2023-04-06,2023-04-10,SUBARU
Honda Jade 1.5A RS,73800,16000,2016-12-16,2016,81565,682,Auto,39092,27338,53001,30274,1496,110,1514,MPV,AVAIL,2023-04-09,2023-04-09,HONDA
BMW 5 Series 520i XL (COE till 04/2028),55888,11090,2008-04-30,2007,228000,1812,Auto,20597,46864,40881,46864,1995,115,1490,Luxury Sedan,AVAIL,2023-04-13,2023-04-13,BMW
Mercedes-Benz M-Class ML350 4MATIC (COE till 09/2028),93888,17190,2009-10-22,2008,168693,4430,Auto,18225,62382,33377,62382,3498,200,2060,SUV,AVAIL,2023-04-15,2023-04-15,MERCEDES-BENZ
Lamborghini Gallardo LP560-4 (COE till 07/2031),339000,41050,2011-07-19,2011,37000,7001,Auto,47857,222743,57955,222743,5204,412,1500,Sports Car,AVAIL,2023-04-13,2023-04-13,LAMBORGHINI
Hyundai Sonata 2.0A GLS,48800,13400,2016-03-15,2016,73671,1212,Auto,21992,19633,35100,19633,1999,113,1460,Luxury Sedan,AVAIL,2023-04-14,2023-04-14,HYUNDAI
Peugeot 3008 1.2A PureTech EAT8 Active Premium,130800,13650,2021-12-16,2021,8000,508,Auto,68083,23504,57010,24906,1199,96,1320,SUV,AVAIL,2023-03-29,2023-03-30,PEUGEOT
BMW 5 Series 520i Sport,183800,22260,2020-01-30,2019,34844,1210,Auto,74538,51807,37705,65253,1998,135,1540,Luxury Sedan,AVAIL,2023-04-10,2023-04-16,BMW
Honda Civic Type R 2.0M (COE till 12/2029),139800,20900,2009-12-23,2008,170000,1694,Manual,26291,34900,39313,34900,1998,165,1270,Sports Car,AVAIL,2023-04-14,2023-04-14,HONDA
Hyundai Avante 1.6M (COE till 09/2023),6888,11728,2009-02-11,2009,136024,1107,Manual,1471,9664,16170,9664,1591,90,1264,Mid-Sized Sedan,AVAIL,2023-04-14,2023-04-14,HYUNDAI
Honda S2000 2.2M (COE till 07/2027),175000,41560,2007-07-03,2007,10000,2094,Manual,22082,48472,52473,53320,2156,178,1250,Sports Car,AVAIL,2023-04-11,2023-04-11,HONDA
Toyota Vios 1.5A E (COE till 05/2024),30329,12263,2009-05-27,2009,111398,958,Auto,2383,12468,13943,9366,1497,80,1095,Mid-Sized Sedan,SOLD,2023-04-02,2023-04-13,TOYOTA
Toyota Prius C Hybrid 1.5A (COE till 03/2028),54800,11120,2013-03-20,2012,71259,752,Auto,42288,22923,42923,5000,1497,74,1120,Hatchback,AVAIL,2023-04-16,2023-04-16,TOYOTA
Mercedes-Benz C-Class C200 Avantgarde,57300,25850,2014-11-03,2014,110000,1202,Auto,30311,37545,73010,34563,1991,135,1465,Luxury Sedan,AVAIL,2023-04-15,2023-04-15,MERCEDES-BENZ
Toyota Prius Plus Hybrid 1.8A,123888,16080,2020-03-31,2019,77000,976,Auto,44225,30007,37705,24010,1798,100,1500,MPV,AVAIL,2023-04-12,2023-04-12,TOYOTA
Porsche Cayenne Platinum Edition,526988,47570,2022-11-24,2022,11,3689,Auto,214079,90684,113881,139505,2995,250,2060,Mid-Sized Sedan,AVAIL,2023-04-17,2023-04-17,PORSCHE
Mercedes-Benz A-Class A180 Style,63800,19810,2016-01-12,2015,91433,740,Auto,26760,22896,56001,19055,1595,90,1395,Hatchback,AVAIL,2023-04-12,2023-04-12,MERCEDES-BENZ
Nissan GTR 3.8A,518000,50172,2021-10-29,2019,5000,3636,Auto,170958,94405,70002,141929,3799,419,1821,Sports Car,AVAIL,2023-04-07,2023-04-14,NISSAN
Bentley Bentayga 4.0A V8,1088988,93850,2022-09-09,2021,88,3944,Auto,416017,215028,113000,413062,3996,404,2490,SUV,AVAIL,2023-03-26,2023-04-11,BENTLEY
Jaguar XE 2.0A,90888,17620,2017-03-28,2016,97000,1212,Auto,48820,36255,53300,42757,1999,147,1585,Luxury Sedan,AVAIL,2023-04-17,2023-04-17,JAGUAR
BMW 4 Series 430i Convertible M-Sport Pro,347935,33408,2022-06-24,2021,6875,1210,Auto,144518,63577,100697,86439,1998,180,1715,Sports Car,SOLD,2023-04-15,2023-04-16,BMW
Mazda 3 1.5A Sunroof,50978,13947,2016-12-23,2016,97742,682,Auto,23735,17709,48000,12709,1496,88,1321,Mid-Sized Sedan,SOLD,2023-04-16,2023-04-16,MAZDA
Honda HR-V 1.5A LX,61800,14540,2016-11-07,2016,124348,682,Auto,32024,23634,53334,20088,1496,96,1190,SUV,AVAIL,2023-04-12,2023-04-17,HONDA
Mazda CX-3 2.0A Standard,85612,13482,2018-09-30,2018,64816,1210,Auto,29659,17198,32551,17198,1998,115,1290,SUV,SOLD,2023-04-03,2023-04-12,MAZDA
Mercedes-Benz GLA-Class GLA180,85000,19930,2016-10-26,2015,108888,740,Auto,37096,26737,50991,29432,1595,90,1470,SUV,AVAIL,2023-03-29,2023-04-12,MERCEDES-BENZ
Mercedes-Benz E-Class E200 AMG Edition E,82800,20730,2015-11-02,2015,124500,1202,Auto,50847,48634,58190,60088,1991,135,1655,Luxury Sedan,AVAIL,2023-04-10,2023-04-10,MERCEDES-BENZ
Mercedes-Benz E-Class E250 CGI Coupe (COE till 10/2031),109800,12850,2012-01-11,2011,115649,1169,Auto,51772,56414,60586,56414,1796,150,1600,Sports Car,AVAIL,2023-04-15,2023-04-17,MERCEDES-BENZ
Toyota Estima 2.4A Aeras (COE till 08/2027),69505,15765,2007-09-29,2007,168797,2457,Auto,30159,30114,50972,33126,2362,125,1770,MPV,SOLD,2023-04-06,2023-04-07,TOYOTA
Honda Mobilio 1.5A RS i-VTEC Luxe,60207,14900,2016-03-15,2016,87834,684,Auto,28288,19588,51301,19588,1497,88,1160,MPV,SOLD,2023-04-06,2023-04-08,HONDA
Toyota Corolla Altis 1.6A (COE till 06/2029),76279,11306,2009-06-29,2009,92551,1039,Auto,27508,17500,29839,17500,1598,80,1195,Mid-Sized Sedan,SOLD,2023-04-03,2023-04-05,TOYOTA
Audi Q2 1.0A TFSI S-tronic,88800,15030,2018-03-27,2017,81000,392,Auto,39023,26368,38000,28916,999,85,1315,SUV,AVAIL,2023-04-01,2023-04-02,AUDI
Mercedes-Benz CLA-Class CLA180 AMG Line Sunroof,101800,19300,2017-09-27,2017,115800,740,Auto,41432,32109,42902,31953,1595,90,1430,Luxury Sedan,AVAIL,2023-04-12,2023-04-17,MERCEDES-BENZ
Opel Grandland X 1.2A Turbo Innovation Premium,128888,14590,2021-09-16,2021,23966,508,Auto,48588,25017,47000,12024,1199,96,1320,SUV,AVAIL,2023-04-17,2023-04-17,OPEL
Porsche Cayman R 3.4A PDK (COE till 10/2032),218000,22830,2012-11-12,2011,115000,3375,Auto,104656,91706,109643,91706,3436,330,1395,Sports Car,AVAIL,2023-03-28,2023-03-30,PORSCHE
Lexus IS Turbo IS200t Executive,112800,19410,2017-12-19,2017,79000,1210,Auto,53806,37274,49012,44184,1998,180,1620,Luxury Sedan,AVAIL,2023-04-15,2023-04-15,LEXUS
Kia Sportage 2.0A GT Line,110541,15302,2017-12-14,2017,41045,1212,Auto,50488,23482,57390,24875,1999,114,1500,SUV,SOLD,2023-03-26,2023-03-28,KIA
Mazda 5 2.0A Sunroof,55800,18380,2015-10-30,2015,95512,1210,Auto,25720,18323,58801,18323,1998,111,1535,MPV,AVAIL,2023-03-31,2023-04-16,MAZDA
Lexus RX350h Hybrid Luxury,378888,33500,2023-01-11,2022,1500,3576,Auto,178135,73917,102002,105051,2487,184,2194,SUV,AVAIL,2023-04-07,2023-04-10,LEXUS
Mitsubishi Lancer EX 1.6A,67219,12060,2017-06-19,2017,73925,738,Auto,29854,12483,46489,12483,1590,86,1284,Mid-Sized Sedan,SOLD,2023-03-24,2023-04-10,MITSUBISHI
Volkswagen Golf 1.4A TSI,52800,14480,2016-07-29,2015,86970,624,Auto,24032,20402,52301,10563,1395,92,1249,Hatchback,AVAIL,2023-04-16,2023-04-16,VOLKSWAGEN
BMW 3 Series 318i Shadow Edition,93555,16700,2017-11-03,2017,95678,684,Auto,47356,34419,52000,35187,1499,100,1425,Luxury Sedan,AVAIL,2023-04-15,2023-04-17,BMW
Nissan Sylphy 1.6A,28800,14940,2014-11-12,2014,131000,742,Auto,16020,15603,64900,10603,1598,85,1205,Mid-Sized Sedan,AVAIL,2023-04-08,2023-04-08,NISSAN
Hyundai Avante 1.6A S,120007,12725,2022-06-15,2022,3147,742,Auto,70955,19600,73801,5000,1598,91,1280,Mid-Sized Sedan,SOLD,2023-04-14,2023-04-16,HYUNDAI
BMW 2 Series 216i Gran Tourer,99800,16400,2018-05-23,2017,103800,684,Auto,44044,28742,38941,32239,1499,75,1480,MPV,AVAIL,2023-04-14,2023-04-14,BMW
Honda Vezel 1.5A X,95800,14330,2019-06-28,2019,50000,682,Auto,29015,22778,30009,13890,1496,96,1190,SUV,AVAIL,2023-03-29,2023-04-02,HONDA
Mazda 5 2.0A Sunroof,38800,16180,2015-04-15,2015,129000,1210,Auto,21510,18039,71889,13039,1998,111,1535,MPV,AVAIL,2023-04-14,2023-04-15,MAZDA
Honda Civic 1.6A VTi (COE till 06/2025),22428,14760,2010-06-22,2008,114407,962,Auto,4864,23808,16438,23808,1595,92,1220,Mid-Sized Sedan,SOLD,2023-04-11,2023-04-12,HONDA
Toyota Vellfire 2.5A X 8-Seater,265803,29230,2021-06-24,2020,18000,1792,Auto,88340,43433,62100,52807,2493,134,1920,MPV,AVAIL,2023-04-05,2023-04-17,TOYOTA
Audi A5 Sportback 2.0A TFSI Quattro,52500,17430,2014-09-25,2014,135113,1194,Auto,40479,48408,71990,54772,1984,165,1615,Luxury Sedan,AVAIL,2023-03-24,2023-03-24,AUDI
Hyundai Elantra 1.6A GLS S,75000,12310,2018-11-14,2018,85000,738,Auto,25048,12572,28000,12572,1591,94,1345,Mid-Sized Sedan,AVAIL,2023-04-03,2023-04-03,HYUNDAI
Porsche Panamera 3.6A PDK (COE till 08/2030),137800,18680,2011-06-24,2011,136599,3998,Auto,24275,109931,32914,109931,3605,300,1760,Sports Car,AVAIL,2023-04-08,2023-04-17,PORSCHE
Volvo V60 T5 R-Design,185000,22100,2020-08-25,2019,12000,1176,Auto,62041,37616,38802,44663,1969,187,1782,Stationwagon,AVAIL,2023-03-30,2023-04-06,VOLVO
Porsche Boxster S 3.4A PDK,198888,189180,2014-01-02,2013,80888,3068,Auto,70101,87390,77100,129302,3436,232,1425,Sports Car,AVAIL,2023-03-27,2023-04-11,PORSCHE
BMW 2 Series 216i Active Tourer,123076,16968,2019-05-30,2019,45491,684,Auto,48506,29931,36704,33904,1499,80,1380,Hatchback,SOLD,2023-03-26,2023-03-30,BMW
Suzuki Spacia Base GF,82800,8390,2023-02-28,2023,636,627,Auto,59416,14924,60174,747,658,85,880,Van,AVAIL,2023-04-17,2023-04-17,SUZUKI
Toyota Voxy Hybrid 1.8A S G,209988,20560,2023-01-30,2022,11,675,Auto,112859,28791,102002,17308,1797,103,1650,MPV,AVAIL,2023-04-07,2023-04-07,TOYOTA
Toyota Raize 1.0A XS (OPC),89000,10400,2021-08-11,2020,17000,70,Auto,27197,19498,28189,5000,996,72,970,SUV,AVAIL,2023-04-08,2023-04-08,TOYOTA
Honda Accord Euro R 2.0M (COE till 07/2026),68800,20910,2007-01-16,2006,60000,1815,Manual,16974,27909,51630,30700,1998,162,1390,Sports Car,AVAIL,2023-04-02,2023-04-15,HONDA
Audi A3 Sportback 1.4A TFSI S-tronic Ambiente,26822,17420,2014-06-10,2014,147000,624,Auto,14758,26173,63190,13643,1395,90,1300,Hatchback,AVAIL,2023-04-15,2023-04-15,AUDI
Toyota Corolla Altis 1.6A Classic,60000,13810,2017-01-11,2016,88000,742,Auto,29975,16800,50991,16800,1598,90,1205,Mid-Sized Sedan,AVAIL,2023-04-14,2023-04-14,TOYOTA
Honda Civic 1.6A VTi,89800,13850,2019-01-21,2018,102000,742,Auto,29624,19890,25501,19890,1597,92,1249,Mid-Sized Sedan,AVAIL,2023-04-14,2023-04-17,HONDA
Nissan Note e-POWER Hybrid 1.2A Premium,109800,12280,2021-12-20,2021,7000,714,Auto,54330,21061,57010,6486,1198,85,1220,Hatchback,AVAIL,2023-04-09,2023-04-10,NISSAN
Mercedes-Benz A-Class A180 Style,89888,19930,2017-04-17,2016,105000,740,Auto,32994,23830,49430,20362,1595,90,1395,Hatchback,AVAIL,2023-04-09,2023-04-17,MERCEDES-BENZ
Mercedes-Benz S-Class S300L (COE till 11/2026),53800,14870,2006-11-29,2006,140610,3573,Auto,20287,82965,56053,91262,2997,170,1850,Luxury Sedan,AVAIL,2023-04-14,2023-04-14,MERCEDES-BENZ
Mazda 2 HB 1.5A Deluxe,81853,12132,2020-08-18,2019,124415,682,Auto,28925,18325,33000,18325,1496,85,1067,Hatchback,SOLD,2023-03-29,2023-03-29,MAZDA
Mercedes-Benz E-Class E250 Cabriolet AMG Line (COE till 07/2030),99915,13714,2010-07-23,2010,121473,1266,Auto,23593,58545,33568,58545,1796,150,1695,Sports Car,SOLD,2023-04-11,2023-04-16,MERCEDES-BENZ
Volkswagen Golf 1.4A TSI R-Line Sunroof,59800,17330,2016-04-01,2015,113335,624,Auto,24334,25089,47604,17125,1395,110,1288,Hatchback,AVAIL,2023-04-05,2023-04-12,VOLKSWAGEN
BMW 2 Series 216i Gran Tourer,115800,16190,2019-04-25,2019,56400,684,Auto,47430,31837,33199,36572,1499,80,1490,MPV,AVAIL,2023-04-14,2023-04-14,BMW
Mazda 5 2.0A Sunroof,54800,13960,2016-06-30,2016,95170,1210,Auto,30736,20134,55100,20188,1998,111,1535,MPV,AVAIL,2023-04-08,2023-04-14,MAZDA
Volkswagen Golf GTI 5DR (COE till 12/2030),98800,12830,2010-12-27,2010,84000,1552,Auto,31333,34263,40714,34263,1984,155,1339,Sports Car,AVAIL,2023-04-04,2023-04-04,VOLKSWAGEN
Suzuki Swift 1.4A Special Edition,55800,13400,2016-12-29,2016,98200,610,Auto,26485,12416,49751,12416,1372,70,1055,Hatchback,AVAIL,2023-04-16,2023-04-16,SUZUKI
Mitsubishi Fuso Canter FEB21,106492,13542,2018-06-27,2018,73038,874,Manual,25910,35480,32001,1774,2998,93,2240,Truck,SOLD,2023-04-07,2023-04-12,MITSUBISHI
Mercedes-Benz A-Class Saloon A200 Sport,135800,17510,2020-03-09,2019,58000,586,Auto,45151,27182,32801,30055,1332,120,1385,Luxury Sedan,AVAIL,2023-03-26,2023-04-10,MERCEDES-BENZ
BMW 3 Series 328i (COE till 09/2031),120196,15137,2012-03-02,2011,104402,1452,Auto,47503,43544,58124,43544,1997,180,1455,Luxury Sedan,SOLD,2023-03-25,2023-04-08,BMW
BMW X5 xDrive35i 7-Seater Sunroof,225170,24168,2015-06-29,2015,93642,2362,Auto,85656,73578,75801,104441,2979,225,2030,SUV,SOLD,2023-04-02,2023-04-04,BMW
Suzuki Swift 1.3M XG (COE till 03/2029),71918,11393,2009-05-28,2008,60629,818,Manual,21816,11841,25525,11841,1328,67,1000,Hatchback,SOLD,2023-04-01,2023-04-06,SUZUKI
Volkswagen Golf 1.4A TSI,51944,14673,2014-05-28,2014,94169,624,Auto,24886,20925,65689,6295,1395,90,1249,Hatchback,SOLD,2023-03-28,2023-04-03,VOLKSWAGEN
Volvo XC60 T5 2.0A,60800,17250,2015-08-20,2015,120500,1176,Auto,38053,34851,60101,40792,1969,180,1722,SUV,AVAIL,2023-04-16,2023-04-16,VOLVO
Toyota Harrier 2.4A (COE till 11/2027),62000,13440,2007-11-27,2007,280000,2457,Auto,23132,29556,50168,32512,2362,118,1600,SUV,AVAIL,2023-04-03,2023-04-03,TOYOTA
Audi A5 Cabriolet Mild Hybrid 2.0A TFSI S-tronic Advanced,237957,24406,2020-12-14,2020,24105,1194,Auto,88428,54521,45012,70138,1984,140,1730,Sports Car,SOLD,2023-04-11,2023-04-17,AUDI
Toyota Wish 1.8A (COE till 10/2023),8800,16300,2009-01-16,2008,156971,1458,Auto,1733,18803,16140,18803,1794,97,1310,MPV,AVAIL,2023-04-06,2023-04-15,TOYOTA
Mercedes-Benz A-Class A180 Style,83888,16540,2017-10-09,2017,81000,740,Auto,32934,23295,42900,19613,1595,90,1395,Hatchback,AVAIL,2023-04-10,2023-04-14,MERCEDES-BENZ
Honda Shuttle 1.5A G LED,62500,13900,2017-06-13,2017,76000,682,Auto,27856,19451,51106,9451,1496,97,1130,Mid-Sized Sedan,AVAIL,2023-04-13,2023-04-15,HONDA
Mercedes-Benz A-Class Saloon A250 AMG Line,180800,23560,2019-12-06,2019,45000,1202,Auto,63020,40438,40009,48614,1991,165,1375,Luxury Sedan,AVAIL,2023-04-10,2023-04-10,MERCEDES-BENZ
Volkswagen Golf 1.4A TSI Comfortline,86800,13170,2019-01-31,2018,91000,624,Auto,30193,19904,26170,19904,1395,92,1270,Hatchback,SOLD,2023-04-04,2023-04-15,VOLKSWAGEN
Audi Q5 2.0A TFSI Quattro (COE till 05/2029),127409,15625,2009-07-03,2009,123129,1672,Auto,27242,44755,39563,44755,1984,155,1740,SUV,SOLD,2023-04-13,2023-04-17,AUDI
BMW M135i 3DR (New 10-yr COE),150800,15070,2013-06-25,2013,118000,2362,Auto,46717,38341,48672,45678,2979,235,1440,Sports Car,AVAIL,2023-04-09,2023-04-17,BMW
Volvo XC90 T5 Momentum,175650,23279,2016-04-28,2016,49832,1176,Auto,81549,56801,47000,74242,1969,187,2053,SUV,AVAIL,2023-04-05,2023-04-17,VOLVO
Toyota Vios 1.5A E (COE till 10/2027),49800,11030,2007-10-22,2007,143000,1026,Auto,19218,12466,42564,13713,1497,80,1095,Mid-Sized Sedan,AVAIL,2023-04-15,2023-04-15,TOYOTA
Honda Fit 1.3A G F-Package,79800,12710,2019-05-15,2019,48359,578,Auto,23988,15085,33199,5085,1317,73,1030,Hatchback,AVAIL,2023-04-10,2023-04-10,HONDA
Mitsubishi Colt Version-R 1.5M (COE till 11/2027),60800,13210,2007-11-23,2006,153245,999,Manual,19317,17458,41994,19204,1468,113,1110,Sports Car,AVAIL,2023-04-11,2023-04-11,MITSUBISHI
