model,price,depreciation,registration_date,manufactured_year,mileage,road_tax,transmission,deregistration_value,omv,coe,arf,engine_cap,power,curb_weight,types,status,maker
Mercedes-Benz SLK-Class SLK250 (COE till 06/2032),169800,18430,8/23/2012,2011,89000,1071,Auto,87501,58269,95025,58269,1796,150,1500,Sports Car,AVAIL,MERCEDES-BENZ
Alfa Romeo 159 2.2A JTS Selespeed (COE till 12/2030),92800,12030,1/7/2011,2010,84721,1880,Auto,31389,23650,40714,23650,2198,136,1490,Luxury Sedan,AVAIL,ALFA
BMW 2 Series 216i Gran Coupe Sport,161800,16040,8/18/2022,2022,7200,684,Auto,82061,33474,68699,23864,1499,80,1375,Luxury Sedan,AVAIL,BMW
Honda Civic 1.6A VTi,61252,15009,11/11/2016,2016,77992,742,Auto,30259,19689,53334,19689,1597,92,1249,Mid-Sized Sedan,AVAIL,HONDA
Audi Q5 2.0A TFSI Quattro S-tronic S-Line,158888,22020,3/25/2019,2019,40000,1194,Auto,61235,45826,32200,56157,1984,185,1795,SUV,AVAIL,AUDI
Hyundai i30 1.0A T-GDi DCT Turbo,86796,12939,1/27/2021,2020,64344,392,Auto,34974,16047,40609,16047,998,89,1395,Hatchback,SOLD,HYUNDAI
Citroen C5 Aircross 1.6A PureTech EAT8 Shine,118800,14440,8/14/2020,2019,70000,742,Auto,45699,24196,35889,25875,1598,133,1430,SUV,AVAIL,CITROEN
Mercedes-Benz E-Class E250 CGI Avantgarde (COE till 10/2029),82800,12650,12/11/2009,2009,145000,1364,Auto,24536,53009,37502,53009,1796,150,1650,Luxury Sedan,AVAIL,MERCEDES-BENZ
Mercedes-Benz CLA-Class CLA180 Urban,94800,18710,8/18/2017,2017,75364,740,Auto,37690,28815,42801,27341,1595,90,1430,Luxury Sedan,AVAIL,MERCEDES-BENZ
Mercedes-Benz A-Class A200 Progressive,136800,18630,8/14/2019,2019,63392,586,Auto,49824,32681,34000,37754,1332,120,1375,Hatchback,AVAIL,MERCEDES-BENZ
Volkswagen Beetle 1.2A TSI Sunroof,121800,14960,9/30/2020,2019,28630,508,Auto,39916,20329,36502,20461,1197,77,1340,Hatchback,AVAIL,VOLKSWAGEN
Nissan Latio 1.5A (COE till 10/2024),18724,15261,10/27/2009,2009,165861,958,Auto,4138,17785,15287,17785,1498,80,1110,Mid-Sized Sedan,SOLD,NISSAN
BMW X5 xDrive35i 7-Seater,115800,30330,9/28/2015,2014,102000,2362,Auto,64705,61676,61010,83017,2979,225,2030,SUV,AVAIL,BMW
Honda Civic 1.8A VTi-S (COE till 10/2028),61800,11190,10/23/2008,2008,157575,1467,Auto,17811,23035,32279,23035,1799,103,1219,Mid-Sized Sedan,AVAIL,HONDA
Volvo S90 T6 Inscription,111343,24271,8/15/2017,2017,109642,1176,Auto,53261,40991,53711,49388,1969,235,1818,Luxury Sedan,SOLD,VOLVO
Toyota Harrier 2.0A Premium Panoramic Roof,97500,20460,4/5/2017,2016,88000,1196,Auto,40339,32609,48556,32653,1986,111,1610,SUV,AVAIL,TOYOTA
Mercedes-Benz B-Class B180 Style,80275,19632,2/15/2016,2015,84531,740,Auto,35814,25384,59200,22538,1595,90,1425,Hatchback,SOLD,MERCEDES-BENZ
Honda Fit 1.3A,78013,12463,7/27/2021,2021,49571,578,Auto,32078,16297,47010,5000,1317,72,1070,Hatchback,SOLD,HONDA
VOLVO V60 T2,90888,14660,5/30/2018,2018,74325,684,Auto,42697,28344,37000,31682,1498,90,1597,Stationwagon,AVAIL,VOLVO
Volkswagen Arteon 2.0A TSI R-Line,180500,25030,5/31/2019,2017,43000,1194,Auto,70169,44585,52502,54419,1984,206,1716,Luxury Sedan,AVAIL,VOLKSWAGEN
Lexus ES250 Executive,145800,22200,10/11/2018,2018,47445,1784,Auto,54298,39999,33420,47999,2487,152,1620,Luxury Sedan,AVAIL,LEXUS
BMW M2 Coupe Competition,159534,18335,2/18/2022,2019,42120,2362,Auto,86271,40632,87000,48885,2979,302,1630,Sports Car,AVAIL,BMW
Honda CR-V 2.4A (COE till 03/2027),64746,15297,4/30/2007,2007,160622,2442,Auto,29569,29013,50347,31915,2354,125,1605,SUV,SOLD,HONDA
Mercedes-Benz B-Class B180 Progressive,161588,17010,9/16/2021,2021,14800,586,Auto,65570,31940,45189,36716,1332,96,1405,Hatchback,AVAIL,MERCEDES-BENZ
Bentley Continental GT 4.0A V8 (COE till 04/2033),348800,34730,5/17/2013,2013,63000,3940,Auto,110400,188178,109948,188178,3993,373,2295,Sports Car,AVAIL,BENTLEY
Mercedes-Benz C-Class C180 Coupe (COE till 02/2032),103999,11720,11/1/2012,2012,111674,814,Auto,50289,32915,56670,32915,1595,115,1505,Luxury Sedan,AVAIL,MERCEDES-BENZ
Audi A3 Sedan 1.0A TFSI S-tronic,90888,15040,6/13/2018,2018,59616,392,Auto,38730,24712,36426,26597,999,85,1280,Luxury Sedan,AVAIL,AUDI
Bentley Continental GT 4.0A V8 (New 10-yr COE),315450,47788,4/12/2013,2012,58263,3940,Auto,36895,192406,70050,192406,3993,373,2295,Sports Car,SOLD,BENTLEY
Mitsubishi Attrage 1.2A Sports,63330,12896,5/28/2021,2021,63748,506,Auto,23472,14691,41801,5000,1193,59,945,Mid-Sized Sedan,AVAIL,MITSUBISHI
BMW X4 xDrive20i,225000,25600,11/27/2020,2020,22000,1210,Auto,75421,48642,39889,60099,1998,135,1730,SUV,AVAIL,BMW
Honda Civic 1.6A VTi,84800,13640,9/27/2018,2018,71000,742,Auto,33105,20645,31997,20903,1597,92,1249,Mid-Sized Sedan,AVAIL,HONDA
Honda Fit 1.3A GF,90800,11740,10/8/2020,2019,42000,578,Auto,31793,15970,36534,5970,1317,73,1030,Hatchback,AVAIL,HONDA
Mitsubishi Lancer EX 1.5A Elegance (COE till 01/2025),17859,16892,1/27/2010,2009,161675,958,Auto,3712,18060,16184,18060,1499,80,1313,Mid-Sized Sedan,SOLD,MITSUBISHI
Porsche Macan 2.0A PDK,228842,31179,8/20/2020,2020,68849,1194,Auto,87105,63110,37102,85598,1984,185,1795,SUV,SOLD,PORSCHE
Honda Jazz 1.5A RS,62800,13690,6/12/2017,2016,110000,684,Auto,27583,16839,46489,11839,1498,96,1046,Hatchback,AVAIL,HONDA
Lexus ES250 Executive,166800,21680,11/15/2019,2019,45000,1784,Auto,63644,40126,41805,48177,2487,152,1620,Luxury Sedan,AVAIL,LEXUS
Honda Civic Type R 2.0M (COE till 07/2028),121800,23120,7/23/2008,2008,135602,1815,Manual,19424,24696,36888,24696,1998,165,1270,Sports Car,AVAIL,HONDA
Mitsubishi Lancer EX 1.6A Sports,56419,14440,11/7/2016,2016,92763,738,Auto,24730,14164,50000,14164,1590,86,1284,Mid-Sized Sedan,SOLD,MITSUBISHI
Volkswagen Tiguan 1.4A TSI BMT R-Line,70800,15350,11/30/2016,2016,100000,620,Auto,38958,27446,53001,30425,1390,118,1551,SUV,AVAIL,VOLKSWAGEN
Volkswagen Scirocco 1.4A TSI (COE till 04/2031),77800,9680,5/27/2011,2011,139180,744,Auto,33989,25187,42283,25187,1390,118,1285,Sports Car,AVAIL,VOLKSWAGEN
BMW 3 Series 320i,38800,26470,2/25/2014,2013,89986,1210,Auto,22540,35862,75300,32207,1997,135,1420,Luxury Sedan,AVAIL,BMW
Mercedes-Benz S-Class S350L BlueTEC (New 10-yr COE),253800,25360,5/6/2014,2013,129000,3366,Auto,120807,93949,62603,136109,2987,190,1975,Luxury Sedan,AVAIL,MERCEDES-BENZ
Nissan Sylphy 1.6A Premium,50800,12570,8/30/2016,2016,108145,742,Auto,28950,16910,53334,16910,1598,85,1205,Mid-Sized Sedan,AVAIL,NISSAN
Volkswagen Golf GT Sport 1.4A TSI (COE till 04/2028),56000,11270,4/4/2008,2008,168371,930,Auto,19190,27242,38655,27242,1390,125,1293,Hatchback,AVAIL,VOLKSWAGEN
Toyota Rav4 2.0A Premium,145800,17260,10/1/2020,2020,23932,1198,Auto,53220,30048,37102,34068,1987,127,1530,SUV,AVAIL,TOYOTA
Volkswagen Golf 1.4A TSI EQP Sunroof,60800,17100,5/25/2016,2015,120000,624,Auto,24889,23886,47889,15441,1395,92,1249,Hatchback,AVAIL,VOLKSWAGEN
Porsche Cayenne 3.6A Tip (COE till 04/2031),152800,19000,6/13/2011,2011,93500,3986,Auto,38034,69927,47316,69927,3598,220,2105,SUV,AVAIL,PORSCHE
Porsche Boxster 2.7A PDK (COE till 03/2032),239800,26760,1/30/2013,2012,31023,2246,Auto,74775,70364,83464,70364,2706,195,1415,Sports Car,AVAIL,PORSCHE
Audi A1 Sportback 1.0A TFSI S-tronic S-Line,68888,16270,4/27/2017,2016,75863,392,Auto,24181,21256,48556,6759,999,70,1165,Hatchback,AVAIL,AUDI
Toyota Sienta 1.5A G LED,64800,15780,1/19/2017,2016,68439,682,Auto,26263,20712,50889,10997,1496,80,1320,MPV,AVAIL,TOYOTA
Aston Martin DBX 4.0A,698000,69480,3/5/2021,2020,4500,3922,Auto,260734,182417,45001,300351,3982,405,2245,Sports Car,AVAIL,ASTON
Mercedes-Benz C-Class C180K (COE till 05/2031),132900,16350,8/22/2011,2011,200000,890,Auto,35855,31019,44138,31019,1597,115,1500,Luxury Sedan,AVAIL,MERCEDES-BENZ
Mercedes-Benz E-Class E250 Edition E Sunroof,97800,23570,1/5/2016,2015,131924,1202,Auto,56703,52959,60001,67327,1991,155,1680,Luxury Sedan,AVAIL,MERCEDES-BENZ
Volvo XC60 T5 Momentum,130800,23040,12/26/2017,2017,60084,1176,Auto,56901,38070,53711,45298,1969,187,1841,SUV,AVAIL,VOLVO
Toyota Yaris Cross 1.5A XB,93240,12832,9/29/2021,2021,60629,680,Auto,36504,21104,45001,6546,1490,88,1110,SUV,SOLD,TOYOTA
Suzuki Every,72800,7590,11/17/2022,2022,18841,726,Auto,53178,12105,55457,606,658,78,880,Van,AVAIL,SUZUKI
Perodua Myvi 1.3A EZI (COE till 03/2029),50800,8620,3/9/2009,2009,252000,849,Auto,15042,9050,25525,702,1298,64,955,Hatchback,AVAIL,PERODUA
Volvo XC60 T5 2.0A,47688,16810,2/11/2015,2014,109347,1176,Auto,31669,33666,70890,34133,1969,180,1722,SUV,AVAIL,VOLVO
Hyundai Avante 1.6A GLS S,71929,11588,4/6/2019,2019,78755,738,Auto,21331,14582,26309,14582,1591,94,1345,Mid-Sized Sedan,SOLD,HYUNDAI
BMW 3 Series 316i (New 10-yr COE),146800,14670,12/13/2013,2013,90000,742,Auto,42531,31077,60962,25508,1598,100,1405,Luxury Sedan,AVAIL,BMW
Mercedes-Benz A-Class Saloon A180 Progressive,157800,15540,4/13/2022,2022,31266,586,Auto,91436,31518,71556,36126,1332,96,1380,Luxury Sedan,AVAIL,MERCEDES-BENZ
Lamborghini Gallardo LP570-4 Superleggera (COE till 03/2030),360000,51730,9/24/2010,2010,61000,7584,Auto,24636,254763,35416,254763,5204,412,1500,Sports Car,AVAIL,LAMBORGHINI
Toyota Hiace 2.8A DX,62921,14628,3/24/2021,2021,55664,780,Auto,10652,34917,17518,1746,2754,97,1800,Van,SOLD,TOYOTA
Lexus LS500HL Hybrid,278950,25041,12/8/2022,2019,11893,1513,Auto,133272,41650,108003,50310,3456,264,2270,Luxury Sedan,AVAIL,LEXUS
Mercedes-Benz E-Class E300e Plug-in Hybrid Avantgarde,285888,27930,4/1/2022,2022,16500,1202,Auto,138460,63481,94889,71266,1991,245,1915,Luxury Sedan,AVAIL,MERCEDES-BENZ
Honda Stream 1.8A RSZ Sunroof (COE till 04/2030),85800,12260,4/15/2010,2009,157643,1271,Auto,23479,26187,33568,26187,1799,103,1385,MPV,AVAIL,HONDA
Mercedes-Benz E-Class E250 Avantgarde,85107,25112,6/11/2014,2014,111903,1202,Auto,38032,49580,68103,56412,1991,155,1680,Luxury Sedan,SOLD,MERCEDES-BENZ
Toyota Corolla Hybrid 1.8A Ascent Sport,122800,14800,3/11/2021,2018,25900,976,Auto,46132,24806,51900,11729,1798,90,1360,Hatchback,AVAIL,TOYOTA
Honda Stepwagon Spada Hybrid,210988,20310,3/24/2023,2022,67,852,Auto,129201,29507,116201,18310,1993,135,1358,MPV,AVAIL,HONDA
Toyota Previa 2.4A (COE till 04/2030),91879,13823,4/15/2010,2010,159011,2129,Auto,22040,35783,33568,35783,2362,125,1845,MPV,SOLD,TOYOTA
Subaru Forester 2.0A XT Sunroof,55500,17230,12/31/2015,2015,80000,1210,Auto,26862,17728,60001,17728,1998,177,1682,SUV,AVAIL,SUBARU
Porsche Panamera 3.6A PDK (New 10-yr COE),246888,24670,1/2/2014,2013,109790,3332,Auto,116338,111829,49177,173293,3605,228,1770,Sports Car,AVAIL,PORSCHE
Mercedes-Benz C-Class C43 Coupe AMG 4MATIC,191944,30190,11/24/2017,2017,55155,2382,Auto,100482,74330,57414,105794,2996,270,1735,Sports Car,AVAIL,MERCEDES-BENZ
Honda Shuttle Hybrid 1.5A G LED,87669,14434,1/15/2019,2018,46675,682,Auto,28306,22455,31809,13437,1496,101,1190,Stationwagon,AVAIL,HONDA
Honda Fit Hybrid 1.5A,86200,13000,7/26/2019,2018,48044,682,Auto,31604,19175,39406,9175,1496,101,1080,Hatchback,AVAIL,HONDA
Mercedes-Benz GLC-Class GLC200,173800,23200,9/2/2019,2019,51900,1202,Auto,63818,42557,39406,51580,1991,135,1705,SUV,AVAIL,MERCEDES-BENZ
Volkswagen Golf 1.2A TSI,30800,15530,2/11/2015,2014,135000,508,Auto,14029,18127,62002,5000,1197,77,1229,Hatchback,AVAIL,VOLKSWAGEN
Toyota Townace 1.5A GL,44938,9401,5/25/2022,2022,25045,589,Auto,24021,20086,35191,1005,1496,85,1280,Van,SOLD,TOYOTA
Audi Q7 2.0A TFSI Quattro Tip 7-Seater,138800,25570,3/10/2017,2016,86658,1194,Auto,71374,59070,52600,78326,1984,185,2050,SUV,AVAIL,AUDI
Mercedes-Benz CLA-Class CLA180 Urban,118777,17260,4/9/2019,2018,43895,740,Auto,38696,27941,25689,31118,1595,90,1430,Luxury Sedan,AVAIL,MERCEDES-BENZ
Toyota Alphard 2.4A (COE till 05/2030),126000,17740,5/24/2010,2010,132563,2129,Auto,23838,44006,33568,44006,2362,125,1920,MPV,AVAIL,TOYOTA
Mercedes-Benz A-Class A180 Style,83924,16912,3/14/2016,2015,93904,740,Auto,34302,23157,46651,19420,1595,90,1395,Hatchback,SOLD,MERCEDES-BENZ
Jaguar F-PACE Diesel 2.0A Prestige,217642,26068,7/29/2016,2016,41018,1812,Auto,92079,55928,57501,72671,1999,132,1770,SUV,SOLD,JAGUAR
Honda Shuttle 1.5A G,51702,14368,5/5/2017,2016,91138,682,Auto,23082,19387,53001,9387,1496,97,1130,Stationwagon,SOLD,HONDA
Audi S5 Sportback 3.0A TFSI Quattro (COE till 10/2032),177800,18660,10/24/2012,2012,96000,2618,Auto,104416,67352,109643,67352,2995,245,1745,Sports Car,AVAIL,AUDI
Mercedes-Benz S-Class S300L Sunroof (COE till 06/2026),49888,15560,1/16/2007,2006,145000,3573,Auto,15527,81924,48479,90117,2997,170,1850,Luxury Sedan,AVAIL,MERCEDES-BENZ
Suzuki Jimny 1.5A GLX,75126,13405,7/14/2021,2021,96644,662,Auto,33758,17000,45001,17000,1462,75,1110,SUV,SOLD,SUZUKI
BMW X6 Mild Hybrid xDrive40i M-Sport,418777,39740,2/25/2022,2021,8915,2384,Auto,172563,89561,82001,133210,2998,248,2095,SUV,AVAIL,BMW
Volkswagen Golf Sport 1.4A TSI Sunroof (New 10-yr COE),73712,19191,5/13/2013,2013,55910,624,Auto,37583,29096,72244,17735,1395,103,1288,Hatchback,SOLD,VOLKSWAGEN
Honda Shuttle Hybrid 1.5A,99593,14644,9/24/2020,2018,45497,682,Auto,36869,23647,40790,15106,1496,101,1190,Stationwagon,SOLD,HONDA
Audi Q3 2.0A TFSI Quattro S-tronic,199800,20180,4/19/2022,2022,8600,1194,Auto,100779,31343,82001,35881,1984,140,1695,SUV,AVAIL,AUDI
Nissan Cabstar,57800,12310,12/27/2017,2017,73956,798,Manual,24404,27176,52000,1359,2953,102,1780,Truck,AVAIL,NISSAN
Honda City 1.5A SV,60079,13514,5/24/2017,2016,74329,684,Auto,29253,18293,51600,13293,1497,88,1096,Mid-Sized Sedan,SOLD,HONDA
Honda Odyssey 2.4A EXV-S Sunroof,132800,19390,3/18/2019,2019,103000,1630,Auto,46953,31464,33689,36050,2356,129,1858,MPV,AVAIL,HONDA
Honda Vezel 1.5A X Honda Sensing,93800,14310,5/28/2019,2018,33757,682,Auto,25950,21854,27000,12596,1496,96,1190,SUV,AVAIL,HONDA
Honda Shuttle 1.5A G Honda Sensing,72841,12594,1/29/2021,2019,79939,682,Auto,31674,21535,43501,7149,1496,95,1130,Stationwagon,SOLD,HONDA
Hyundai Kona Electric 39.2kWh,121800,18000,7/4/2019,2019,71000,802,Auto,37842,34167,36961,19834,1470,100,1593,SUV,AVAIL,HYUNDAI
Mitsubishi Lancer EX 1.5A (COE till 11/2026),48000,13390,11/16/2011,2011,143994,821,Auto,17104,16701,23883,16701,1499,80,1313,Mid-Sized Sedan,AVAIL,MITSUBISHI
Toyota Estima 2.4A Aeras,125363,28280,4/16/2013,2013,92038,1638,Auto,48354,33526,58090,38937,2362,125,1790,MPV,SOLD,TOYOTA
Toyota Estima 2.4A Aeras Premium,105800,22170,2/14/2017,2016,55000,1638,Auto,45590,35536,48209,41751,2362,125,1800,MPV,AVAIL,TOYOTA
Mercedes-Benz E-Class E250 CGI Cabriolet (COE till 11/2030),105800,13940,11/18/2010,2010,141500,1266,Auto,30367,61337,40014,61337,1796,150,1695,Sports Car,AVAIL,MERCEDES-BENZ
Toyota Sienta Hybrid 1.5A G,88295,18240,4/16/2019,2016,64453,682,Auto,16751,25443,26301,27621,1496,73,1380,MPV,SOLD,TOYOTA
BMW 2 Series 218i Gran Tourer Sport,226360,22538,7/30/2022,2021,13888,684,Auto,120439,35520,110524,41728,1499,100,1505,MPV,SOLD,BMW
Mercedes-Benz C-Class C200K (COE till 02/2029),73800,12560,4/15/2009,2007,180000,1364,Auto,18749,35645,31933,35645,1796,135,1490,Luxury Sedan,AVAIL,MERCEDES-BENZ
BMW 3 Series 325i Convertible (COE till 06/2028),72000,13850,6/27/2008,2008,139000,2694,Auto,19690,69236,37906,69236,2497,160,1685,Sports Car,AVAIL,BMW
Mazda 3 Mild Hybrid 1.5A Elegance,115800,13730,5/20/2021,2021,47000,682,Auto,45913,23168,48002,9436,1496,88,1397,Mid-Sized Sedan,AVAIL,MAZDA
Audi A8L 3.0A TFSI Quattro,123800,26820,11/30/2015,2014,78000,2380,Auto,80148,74975,62019,106955,2995,228,1955,Luxury Sedan,AVAIL,AUDI
Ferrari F430 F1 (COE till 10/2025),250000,99510,10/21/2005,2005,50000,6648,Auto,15419,193257,61441,212583,4308,357,1450,Sports Car,AVAIL,FERRARI
Mercedes-Benz E-Class E220d Estate AMG Line Premium Plus,152800,23790,12/30/2017,2016,102000,1734,Auto,84188,66531,57501,81756,1950,143,1785,Stationwagon,AVAIL,MERCEDES-BENZ
Renault Grand Scenic Diesel 1.5A dCi Moonroof,128000,13530,4/12/2022,2019,21000,1048,Auto,51801,25525,47001,12735,1461,81,1540,MPV,AVAIL,RENAULT
Volkswagen Scirocco R 2.0A (COE till 04/2031),88576,15388,4/14/2011,2011,101454,1433,Auto,36336,35187,47316,35187,1984,188,1364,Sports Car,SOLD,VOLKSWAGEN
Nissan Qashqai 1.2A DIG-T,43888,15530,8/31/2015,2015,111427,508,Auto,21771,19084,56209,14084,1197,85,1285,SUV,AVAIL,NISSAN
Mercedes-Benz C-Class C180 Avantgarde,164800,18750,12/18/2020,2020,23000,684,Auto,65923,35612,45012,41857,1497,115,1520,Luxury Sedan,AVAIL,MERCEDES-BENZ
Toyota Vellfire 2.4A Z Moonroof,58868,39280,3/25/2014,2014,88400,1638,Auto,29411,37226,78700,44117,2362,125,1920,MPV,AVAIL,TOYOTA
BMW X4 xDrive35i M-Sport Sunroof,151554,33422,6/30/2015,2014,84499,2362,Auto,75408,68141,74501,94654,2979,225,1815,SUV,SOLD,BMW
Mercedes-Benz CLK-Class CLK200K Cabriolet (COE till 01/2029),116728,15926,3/11/2009,2008,130650,1461,Auto,24248,62773,31335,62773,1796,135,1675,Sports Car,SOLD,MERCEDES-BENZ
BMW 1 Series 116i Sportline,128238,16222,6/21/2021,2021,43427,684,Auto,60654,31057,48510,35480,1499,80,1340,Hatchback,SOLD,BMW
Mercedes-Benz C-Class C200 Coupe Mild Hybrid,241400,32930,9/20/2019,2018,35800,684,Auto,69252,48038,38602,59254,1497,145,1605,Sports Car,AVAIL,MERCEDES-BENZ
Toyota Wish 1.8A (COE till 01/2029),80648,12611,2/10/2009,2009,111201,1458,Auto,24495,18803,31335,18803,1794,97,1310,MPV,SOLD,TOYOTA
Toyota Sienta 1.5A X,51800,15450,3/24/2016,2015,102525,682,Auto,24478,17953,56989,12953,1496,80,1320,MPV,AVAIL,TOYOTA
Nissan Kicks e-POWER Hybrid 1.2A Premium Plus,122553,14406,9/30/2021,2021,37303,772,Auto,47077,24656,48000,11519,1198,95,1330,SUV,SOLD,NISSAN
BMW 7 Series 730Li Sunroof,128800,23820,10/31/2016,2016,77961,1210,Auto,77907,64973,56889,88952,1998,190,1720,Luxury Sedan,AVAIL,BMW
Volkswagen Golf 1.2A TSI,46800,14650,3/17/2016,2015,114388,508,Auto,18030,18208,45000,8208,1197,81,1229,Hatchback,AVAIL,VOLKSWAGEN
Volkswagen Passat 1.8A TFSI,91000,14580,7/18/2018,2018,102500,976,Auto,41219,26298,37330,28818,1798,132,1480,Luxury Sedan,AVAIL,VOLKSWAGEN
Toyota Sienta Hybrid 1.5A G,87048,13846,10/31/2018,2017,88301,682,Auto,28345,24375,34110,16125,1496,73,1380,MPV,SOLD,TOYOTA
Toyota Sienta Hybrid 1.5A X,71706,13802,11/30/2017,2017,112580,682,Auto,24709,23149,41761,5000,1496,73,1380,MPV,SOLD,TOYOTA
Mazda 6 2.0A Executive,95800,14190,3/29/2019,2018,98000,1210,Auto,38962,21917,37620,22684,1998,121,1515,Luxury Sedan,AVAIL,MAZDA
BMW 5 Series 520i,121212,23154,11/27/2015,2015,75889,1210,Auto,57269,39284,61103,46998,1997,135,1615,Luxury Sedan,AVAIL,BMW
BMW X5 xDrive35i Sunroof,99800,28000,9/17/2014,2014,154000,2362,Auto,76375,82294,74403,120130,2979,225,2030,SUV,AVAIL,BMW
Toyota Vellfire 2.5A Elegance Moonroof,177269,25114,12/31/2018,2018,54078,1792,Auto,63625,48189,32000,59465,2494,134,2045,MPV,AVAIL,TOYOTA
Honda Vezel 1.5A X Honda Sensing,92217,13392,5/23/2018,2018,59987,682,Auto,33369,22643,38801,13701,1496,96,1190,SUV,SOLD,HONDA
Porsche 911 S Coupe Tip (COE till 07/2024),138000,106940,12/17/2004,2004,111105,5511,Auto,9242,145511,71771,160063,3824,261,1535,Sports Car,AVAIL,PORSCHE
Infiniti QX50 2.0A VC-T Sensory ProACTIVE,165000,18870,9/18/2020,2019,33000,1210,Auto,67557,41261,40790,49766,1997,200,1890,SUV,AVAIL,INFINITI
Mercedes-Benz CLA-Class CLA180 Urban,109800,18450,5/10/2018,2018,55000,740,Auto,44010,29059,38510,32683,1595,90,1430,Luxury Sedan,AVAIL,MERCEDES-BENZ
Kia Cerato Forte 1.6A SX (COE till 11/2024),20888,13170,11/17/2009,2009,185255,1033,Auto,5133,14114,16208,14114,1591,93,1251,Mid-Sized Sedan,AVAIL,KIA
Toyota Hiace 2.8A DX,130800,14210,6/29/2022,2022,28188,801,Auto,46833,28693,50890,1435,2754,101,1800,Van,AVAIL,TOYOTA
Ferrari California 4.3A (COE till 01/2031),349327,47280,3/8/2011,2011,66986,5738,Auto,36739,285582,42683,285582,4297,338,1780,Sports Car,SOLD,FERRARI
Mercedes-Benz GLA-Class GLA180,101800,19190,11/28/2017,2017,93450,740,Auto,40109,28184,46791,26458,1595,90,1480,SUV,AVAIL,MERCEDES-BENZ
Porsche 911 Turbo Coupe 3.8A PDK (COE till 01/2031),379345,49000,1/12/2011,2010,97000,4729,Auto,33035,185592,42683,185592,3800,368,1670,Sports Car,AVAIL,PORSCHE
Subaru Forester 2.0A XT Sunroof,51800,17010,10/21/2015,2015,130000,1210,Auto,25491,18146,58190,18146,1998,177,1682,SUV,AVAIL,SUBARU
BMW M340i xDrive,214278,28280,2/3/2020,2019,62276,2384,Auto,85258,61944,37109,83500,2998,285,1670,Luxury Sedan,SOLD,BMW
Toyota Harrier 2.4A G (COE till 03/2029),109714,18006,4/28/2009,2008,171035,2293,Auto,19861,32379,33018,32379,2362,118,1600,SUV,SOLD,TOYOTA
Honda Shuttle 1.5A G,51374,14271,11/24/2016,2016,95470,682,Auto,22719,18379,52668,8379,1496,97,1130,Mid-Sized Sedan,SOLD,HONDA
MINI One 1.2A 5DR,48488,17140,10/9/2015,2015,80000,508,Auto,21056,21412,56001,11977,1198,75,1175,Hatchback,AVAIL,MINI
Mitsubishi Evolution 10 GSR SST (COE till 09/2028),155800,28760,9/15/2008,2008,162000,1815,Auto,18069,37294,33377,37294,1998,206,1540,Sports Car,AVAIL,MITSUBISHI
BMW 5 Series 520i Mild Hybrid,205800,22850,12/16/2020,2020,22000,1210,Auto,80319,49346,45012,61085,1998,138,1610,Luxury Sedan,AVAIL,BMW
Toyota Townace 1.5A GL,83800,8860,9/30/2022,2022,2767,756,Auto,51832,20679,54805,1034,1496,90,1260,Van,AVAIL,TOYOTA
Porsche 911 GT3 RS 4.0A PDK,739000,148070,2/16/2017,2016,7100,3944,Auto,240863,205628,48209,342131,3996,368,1420,Sports Car,AVAIL,PORSCHE
Toyota Vellfire 2.5A Z G-Edition Moonroof,192800,32020,6/6/2018,2018,49000,1792,Auto,61653,46038,38039,56454,2493,134,2030,MPV,AVAIL,TOYOTA
Renault Grand Scenic Diesel 1.5A dCi,73003,15503,6/9/2017,2016,71605,1048,Auto,30823,25440,51765,12616,1461,81,1540,MPV,SOLD,RENAULT
Mercedes-Benz GLA-Class GLA180 Urban Edition,126800,18110,5/31/2019,2019,53000,740,Auto,40204,28463,26659,31849,1595,90,1435,SUV,AVAIL,MERCEDES-BENZ
BMW 5 Series 520i (COE till 10/2031),109800,12850,3/6/2012,2011,108670,1452,Auto,51755,42372,60586,42372,1997,135,1685,Luxury Sedan,AVAIL,BMW
Peugeot 308 1.2A PureTech Allure Glass Roof,85800,12310,5/9/2019,2018,76800,508,Auto,31028,21662,23568,22327,1199,96,1150,Hatchback,AVAIL,PEUGEOT
Audi A5 Cabriolet 2.0A TFSI Quattro (COE till 10/2024),30000,19770,10/23/2009,2009,254000,1672,Auto,5682,41128,18751,41128,1984,155,1498,Sports Car,AVAIL,AUDI
Honda Fit 1.3A GF (OPC),68800,10050,11/8/2019,2019,15222,78,Auto,14286,15655,15309,5655,1317,73,1030,Hatchback,AVAIL,HONDA
Toyota Auris 1.6A,44344,21117,5/30/2014,2013,112258,742,Auto,21616,26798,65689,19518,1598,97,1355,Hatchback,SOLD,TOYOTA
Porsche Cayman R 3.4A PDK (COE till 10/2031),240000,28090,12/24/2012,2011,88500,3375,Auto,51755,97065,60586,97065,3436,243,1395,Sports Car,AVAIL,PORSCHE
Mercedes-Benz G-Class G63 AMG 4MATIC,735000,81540,10/26/2020,2020,19500,3922,Auto,212489,150103,40990,242186,3982,430,2560,SUV,AVAIL,MERCEDES-BENZ
Toyota Harrier 2.0A Premium Panoramic Roof Style Mauve,69828,19430,12/23/2015,2015,106905,1196,Auto,37563,30957,62019,35340,1986,111,1610,SUV,AVAIL,TOYOTA
