model,price,depreciation,registration_date,reg_age,manufactured_year,manufactured_age,mileage,road_tax,transmission,deregistration_value,omv,coe,arf,engine_cap,power,curb_weight,types,status,posted_date,updated_date,maker
BMW M6 Gran Coupe (New 10-yr COE),243888,24370,31-05-13,10.00,2013,10.00,78000,4568,Auto,63556,129731,85926,129731,4395,412,1875,Sports Car,AVAIL,11-04-23,17-04-23,BMW
Honda Vezel 1.5A X Honda Sensing,45800,14210,01-03-16,7.00,2015,8.00,80500,682,Auto,18905,19973,45002,9973,1496,96,1190,SUV,AVAIL,14-04-23,17-04-23,HONDA
Peugeot 308 SW 1.2A PureTech Allure,58539,13589,13-04-17,6.00,2016,7.00,78604,508,Auto,25996,18998,51765,8998,1199,96,1190,Stationwagon,SOLD,24-03-23,24-03-23,PEUGEOT
BMW M3 Sedan Competition Package,428800,40260,07-01-22,1.00,2021,2.00,11000,2378,Auto,183881,101524,77700,154744,2993,375,1730,Sports Car,AVAIL,16-04-23,16-04-23,BMW
Mercedes-Benz GLC-Class GLC300 Mild Hybrid Sport 4MATIC,247800,24000,29-06-22,1.00,2020,3.00,15223,1202,Auto,133014,44123,100684,53773,1991,200,1805,SUV,AVAIL,15-04-23,16-04-23,MERCEDES-BENZ
Porsche 911 Carrera Coupe 3.4A PDK (COE till 03/2032),320666,35780,01-06-12,11.00,2012,11.00,121888,3375,Auto,74775,119215,83464,119215,3436,257,1475,Sports Car,AVAIL,03-04-23,04-04-23,PORSCHE
Maserati GranTurismo 4.2A (COE till 05/2029),135800,22170,26-06-09,14.00,2009,14.00,94000,6065,Auto,24226,114288,39563,114288,4244,298,1880,Sports Car,AVAIL,08-04-23,08-04-23,MASERATI
Nissan NV200 1.5M,55112,9015,13-10-17,6.00,2017,6.00,41084,589,Manual,27302,20119,42801,1006,1461,87,1260,Van,SOLD,26-03-23,28-03-23,NISSAN
Lamborghini Gallardo Spyder LP560-4 (COE till 04/2031),338800,42390,13-04-11,12.00,2011,12.00,74800,7001,Auto,37801,255791,47316,255791,5204,412,1550,Sports Car,AVAIL,07-04-23,07-04-23,LAMBORGHINI
Mercedes-Benz GLA-Class GLA180 Urban Edition,125800,16780,13-11-19,4.00,2019,4.00,51000,740,Auto,44608,27705,32725,30787,1595,90,1435,SUV,AVAIL,06-04-23,12-04-23,MERCEDES-BENZ
Audi A5 Sportback Mild Hybrid 2.0A TFSI S-tronic,183800,19350,31-08-21,2.00,2021,2.00,15000,1194,Auto,79495,36754,56001,43456,1984,110,1565,Luxury Sedan,AVAIL,17-04-23,17-04-23,AUDI
BMW M240i Cabriolet,199999,26570,17-07-19,4.00,2019,4.00,15100,2384,Auto,73272,53214,39400,67786,2998,250,1635,Sports Car,AVAIL,17-04-23,17-04-23,BMW
Mercedes-Benz B-Class B180 (COE till 12/2029),73500,11020,17-12-09,14.00,2009,14.00,112000,1204,Auto,26216,27986,39313,27986,1699,85,1285,Hatchback,AVAIL,01-04-23,12-04-23,MERCEDES-BENZ
Mitsubishi Outlander 2.4A Sunroof,55800,16920,22-12-15,8.00,2015,8.00,96338,1636,Auto,28547,20595,59889,20833,2360,123,1530,SUV,AVAIL,01-04-23,01-04-23,MITSUBISHI
Toyota Wish 1.8A X (COE till 05/2025),23102,14669,07-05-10,13.00,2009,14.00,142296,1266,Auto,4918,21193,16784,21193,1797,106,1340,MPV,AVAIL,11-04-23,14-04-23,TOYOTA
Honda Airwave 1.5A M (COE till 03/2025),19585,15892,04-05-10,13.00,2008,15.00,147408,887,Auto,4298,18159,16604,18159,1496,81,1160,Stationwagon,SOLD,04-04-23,06-04-23,HONDA
Honda Stream 1.8A (COE till 02/2028),54800,11420,02-02-08,15.00,2007,16.00,143000,1467,Auto,24264,20549,50578,22604,1799,103,1370,MPV,AVAIL,14-04-23,16-04-23,HONDA
BMW 2 Series 216d Active Tourer,80800,15950,31-08-17,6.00,2017,6.00,105800,1082,Auto,35942,28674,46778,22144,1496,85,1395,Hatchback,AVAIL,10-04-23,10-04-23,BMW
Nissan Qashqai 2.0A Premium Moonroof,81081,14832,24-12-15,8.00,2015,8.00,135899,1210,Auto,26461,19333,60003,19333,1997,106,1379,SUV,SOLD,10-04-23,13-04-23,NISSAN
Volkswagen Passat 1.8A TFSI,59888,15240,12-04-16,7.00,2015,8.00,109000,976,Auto,31280,29814,47000,28740,1798,132,1480,Luxury Sedan,AVAIL,14-04-23,15-04-23,VOLKSWAGEN
Honda Jade 1.5A RS,74800,17850,01-08-16,7.00,2015,8.00,30000,682,Auto,38989,28643,55100,32101,1496,110,1520,MPV,AVAIL,15-04-23,15-04-23,HONDA
Mercedes-Benz CLA-Class CLA200 (New 10-yr COE),114800,11470,06-08-13,10.00,2013,10.00,125000,740,Auto,45021,27319,51752,17319,1595,115,1430,Luxury Sedan,AVAIL,10-04-23,17-04-23,MERCEDES-BENZ
Mitsubishi Outlander 2.4A Sunroof,51888,18030,25-08-15,8.00,2015,8.00,96000,1636,Auto,25600,18795,60789,18795,2360,123,1530,SUV,AVAIL,13-04-23,13-04-23,MITSUBISHI
Mercedes-Benz A-Class A200 Progressive,114290,17160,20-12-18,5.00,2018,5.00,51871,586,Auto,44764,31557,31001,36180,1332,120,1375,Hatchback,AVAIL,06-04-23,10-04-23,MERCEDES-BENZ
Toyota Vios 1.5A E,68800,12860,07-02-18,5.00,2017,6.00,55000,682,Auto,27451,13876,36890,13876,1496,79,1085,Mid-Sized Sedan,AVAIL,25-03-23,05-04-23,TOYOTA
Mercedes-Benz B-Class B180,38000,18690,14-11-14,9.00,2014,9.00,93000,740,Auto,19120,25004,62000,17006,1595,90,1425,Hatchback,AVAIL,07-04-23,07-04-23,MERCEDES-BENZ
Nissan Urvan 3.0M (COE till 04/2031),68800,8560,24-05-11,12.00,2011,12.00,81829,863,Manual,32150,29184,39982,1460,2953,86,1800,Van,AVAIL,17-04-23,17-04-23,NISSAN
Mitsubishi Lancer EX 1.5A GLX (COE till 06/2025),26800,12570,04-06-10,13.00,2010,13.00,121000,889,Auto,6999,15395,16438,15395,1499,80,1313,Mid-Sized Sedan,AVAIL,12-04-23,13-04-23,MITSUBISHI
BMW Z4 sDrive23i (COE till 04/2029),88800,14700,13-10-09,14.00,2009,14.00,140000,2514,Auto,21382,46335,35411,46335,2497,150,1505,Sports Car,AVAIL,28-03-23,06-04-23,BMW
Audi S5 Sportback 3.0A TFSI Quattro (COE till 06/2030),113800,15790,21-12-10,13.00,2010,13.00,102000,3094,Auto,24187,63758,33568,63758,2995,245,1755,Sports Car,AVAIL,27-03-23,17-04-23,AUDI
Mazda 3 1.5A Deluxe Sunroof,64800,13590,14-07-17,6.00,2017,6.00,68000,682,Auto,28191,19358,42801,14358,1496,88,1331,Mid-Sized Sedan,AVAIL,31-03-23,31-03-23,MAZDA
BMW X1 sDrive18i,141184,17888,28-08-19,4.00,2019,4.00,37464,684,Auto,58256,35726,40002,42017,1499,103,1430,SUV,SOLD,30-03-23,13-04-23,BMW
Toyota Rush 1.5A X (COE till 10/2023),20816,13031,23-10-08,15.00,2008,15.00,180114,1023,Auto,4918,15962,15142,15962,1495,80,1150,SUV,SOLD,24-03-23,25-03-23,TOYOTA
Honda Jazz 1.3A (COE till 04/2029),59800,9900,26-05-09,14.00,2008,15.00,128000,826,Auto,15805,20597,26175,20597,1339,73,1060,Hatchback,AVAIL,12-04-23,16-04-23,HONDA
Mercedes-Benz E-Class E200 Edition E Sunroof,128641,21706,17-12-15,8.00,2015,8.00,112830,1202,Auto,58239,51956,60001,65521,1991,135,1655,Luxury Sedan,SOLD,24-03-23,27-03-23,MERCEDES-BENZ
Mitsubishi Eclipse Cross 1.5A Sunroof,122688,14740,22-07-20,3.00,2019,4.00,55000,684,Auto,49517,28038,35889,31254,1499,120,1490,SUV,AVAIL,15-04-23,15-04-23,MITSUBISHI
Mercedes-Benz E-Class E200 CGI (COE till 02/2030),85800,12580,09-02-10,13.00,2009,14.00,123800,1364,Auto,25951,39253,38071,39253,1796,135,1615,Luxury Sedan,AVAIL,03-04-23,10-04-23,MERCEDES-BENZ
Mazda MX-5 Roadster 2.0A RHT (COE till 03/2029),76777,12880,09-04-09,14.00,2009,14.00,158611,1697,Auto,19666,38392,33018,38392,1999,118,1151,Sports Car,AVAIL,08-04-23,08-04-23,MAZDA
BMW 7 Series 740Li Sunroof,111900,27450,23-06-15,8.00,2014,9.00,92000,2362,Auto,77963,73286,71509,103915,2979,235,1845,Luxury Sedan,AVAIL,14-04-23,14-04-23,BMW
Volkswagen CC 1.8A TSI,137282,15949,23-04-13,10.00,2012,11.00,35878,976,Auto,58373,33979,67010,39571,1798,118,1521,Luxury Sedan,SOLD,12-04-23,14-04-23,VOLKSWAGEN
Mercedes-Benz E-Class E43 AMG 4MATIC Premium,239800,37180,20-12-17,6.00,2017,6.00,39000,2382,Auto,119086,88785,57501,131813,2996,295,1840,Luxury Sedan,AVAIL,14-04-23,14-04-23,MERCEDES-BENZ
Toyota Yaris Cross 1.5A XB,124999,14100,23-12-21,2.00,2021,2.00,30983,680,Auto,44569,19055,47000,5000,1490,88,1120,Mid-Sized Sedan,AVAIL,29-03-23,13-04-23,TOYOTA
Kia Stinger 3.3A GT Sunroof,151800,21860,25-01-19,4.00,2018,5.00,56175,2920,Auto,56132,42121,31001,50970,3342,272,1780,Luxury Sedan,AVAIL,10-04-23,17-04-23,KIA
BMW 3 Series 318i Sport,75800,16230,06-01-17,6.00,2016,7.00,110000,684,Auto,39011,31259,51109,30763,1499,100,1425,Luxury Sedan,AVAIL,10-04-23,11-04-23,BMW
Mercedes-Benz E-Class E200 Mild Hybrid Sport,221800,23590,16-07-21,2.00,2021,2.00,17000,1202,Auto,87016,44511,56100,54316,1991,155,1700,Luxury Sedan,AVAIL,14-04-23,17-04-23,MERCEDES-BENZ
Mercedes-Benz GLA-Class GLA200 AMG Line,203800,24360,08-10-20,3.00,2020,3.00,18000,586,Auto,63076,36599,40989,43239,1332,120,1485,SUV,AVAIL,05-04-23,17-04-23,MERCEDES-BENZ
Porsche Macan 2.0A PDK,155800,33080,22-09-16,7.00,2016,7.00,109228,1194,Auto,74459,62471,57002,84448,1984,185,1845,SUV,AVAIL,13-04-23,16-04-23,PORSCHE
Lexus ES Hybrid ES300h Sunroof,73971,23314,23-10-14,9.00,2014,9.00,111618,1792,Auto,38333,41506,68689,40109,2494,151,1705,Luxury Sedan,SOLD,03-04-23,04-04-23,LEXUS
Volkswagen Scirocco 1.4A TSI (COE till 06/2030),83800,11690,17-06-10,13.00,2010,13.00,158500,806,Auto,23562,24386,32875,24386,1390,118,1285,Sports Car,AVAIL,06-04-23,12-04-23,VOLKSWAGEN
BMW X3 xDrive20i,137083,26268,28-02-14,9.00,2013,10.00,118711,1210,Auto,41558,37696,78604,44775,1997,135,1705,SUV,SOLD,01-04-23,10-04-23,BMW
Audi A5 Coupe 2.0A TFSI Quattro (COE till 04/2029),107477,17481,12-08-09,14.00,2009,14.00,158035,1672,Auto,21931,48726,35411,48726,1984,155,1550,Sports Car,SOLD,28-03-23,05-04-23,AUDI
Toyota Corolla Altis 1.6A (COE till 03/2024),31186,13421,29-05-09,14.00,2009,14.00,123130,1039,Auto,2812,17500,12763,12201,1598,80,1195,Mid-Sized Sedan,SOLD,27-03-23,13-04-23,TOYOTA
Suzuki Every Turbo,83800,8410,31-03-23,0.00,2022,1.00,88,712,Auto,72319,12579,72637,629,658,83,900,Van,AVAIL,12-04-23,13-04-23,SUZUKI
Audi A4 1.4A TFSI S-tronic Design,85800,17650,24-04-17,6.00,2017,6.00,111000,624,Auto,40181,34083,48556,29717,1395,110,1450,Luxury Sedan,AVAIL,17-04-23,17-04-23,AUDI
Audi Q2 1.0A TFSI S-tronic,108800,15120,27-08-19,4.00,2019,4.00,89000,392,Auto,39161,23664,31917,25130,999,85,1315,SUV,AVAIL,13-04-23,17-04-23,AUDI
Toyota Corolla Altis 1.6A Classic,59579,13496,25-01-17,6.00,2016,7.00,102020,742,Auto,28528,16800,49751,16800,1598,90,1205,Mid-Sized Sedan,SOLD,26-03-23,03-04-23,TOYOTA
Audi Q5 2.0A TFSI Quattro,174466,22551,30-04-15,8.00,2014,9.00,86078,1194,Auto,56492,44914,78001,54880,1984,165,1830,SUV,SOLD,31-03-23,08-04-23,AUDI
Toyota Townace 1.5A GL,89888,9060,16-03-23,0.00,2022,1.00,6,646,Auto,69921,19280,70520,964,1496,82,1280,Van,AVAIL,08-04-23,08-04-23,TOYOTA
Mitsubishi Eclipse Cross 1.5A Sunroof,93000,14810,15-08-18,5.00,2018,5.00,41000,684,Auto,37565,25750,31000,28050,1499,120,1490,SUV,AVAIL,15-04-23,15-04-23,MITSUBISHI
Volkswagen Tiguan 1.4A TSI Comfortline EQP Panoramic Roof,105120,17091,27-04-17,6.00,2017,6.00,88717,624,Auto,45715,30723,54556,35013,1395,110,1498,SUV,SOLD,24-03-23,12-04-23,VOLKSWAGEN
BMW X4 xDrive20i,203800,25300,09-03-20,3.00,2019,4.00,45000,1210,Auto,65219,47571,34900,58600,1998,135,1730,SUV,AVAIL,16-04-23,17-04-23,BMW
Mercedes-Benz GLA-Class GLA180 Urban Edition,139800,17030,02-09-20,3.00,2019,4.00,36000,740,Auto,47463,25825,35710,28155,1595,90,1435,SUV,AVAIL,10-04-23,10-04-23,MERCEDES-BENZ
Land Rover Discovery Sport 2.0A SE 7-Seater,173800,21280,31-03-20,3.00,2019,4.00,45100,1210,Auto,64749,42546,37500,51565,1997,177,1865,SUV,AVAIL,15-04-23,15-04-23,LAND-ROVER
Hyundai Kona Electric Long Range Sunroof,135888,18810,18-07-19,4.00,2019,4.00,36000,1095,Auto,57354,46023,48010,36433,2181,150,1743,SUV,AVAIL,14-04-23,14-04-23,HYUNDAI
Suzuki Swift 1.5A (COE till 05/2024),13300,11930,29-05-09,14.00,2009,14.00,149246,952,Auto,3109,13224,13943,13224,1490,74,1060,Hatchback,AVAIL,13-04-23,13-04-23,SUZUKI
Toyota Estima 2.4A Aeras Moonroof (COE till 08/2030),105546,16357,13-08-10,13.00,2010,13.00,161101,2129,Auto,21540,36516,32914,36516,2362,125,1730,MPV,SOLD,09-04-23,13-04-23,TOYOTA
Honda Jazz 1.5A RS,61800,13550,17-05-17,6.00,2017,6.00,43000,684,Auto,30298,17978,52000,12978,1498,96,1046,Hatchback,AVAIL,11-04-23,11-04-23,HONDA
Toyota Rush 1.5A X (COE till 02/2024),12913,11444,14-03-09,14.00,2008,15.00,145060,1023,Auto,3116,14652,12864,14652,1495,80,1150,SUV,SOLD,08-04-23,15-04-23,TOYOTA
Toyota Dyna 150 3.0M,33800,15760,09-06-15,8.00,2014,9.00,118370,791,Manual,10905,27856,50900,1393,2982,104,1780,Truck,AVAIL,12-04-23,15-04-23,TOYOTA
Toyota Corolla Altis 1.6A (COE till 10/2028),60800,11080,15-10-08,15.00,2008,15.00,165000,1113,Auto,16611,16084,30284,16084,1598,80,1195,Mid-Sized Sedan,SOLD,24-03-23,08-04-23,TOYOTA
Polestar 2 Electric Standard Range Single Motor,190696,20076,24-08-22,1.00,2022,1.00,5012,1912,Auto,104613,41223,107800,4713,1543,170,2069,Luxury Sedan,SOLD,15-04-23,17-04-23,POLESTAR
Skoda Kodiaq 1.4A TSI Ambition Plus,149988,17820,20-11-20,3.00,2020,3.00,51000,624,Auto,53096,26554,41101,29176,1395,110,1572,SUV,AVAIL,03-04-23,08-04-23,SKODA
Porsche Macan 2.0A PDK,206000,31770,01-06-18,5.00,2018,5.00,50000,1194,Auto,84726,63507,39000,86313,1984,185,1845,SUV,AVAIL,13-04-23,13-04-23,PORSCHE
Lexus ES Hybrid ES300h Executive Sunroof,235000,22230,10-06-22,1.00,2021,2.00,20000,1784,Auto,135008,50565,95889,63017,2487,160,1680,Mid-Sized Sedan,AVAIL,07-04-23,12-04-23,LEXUS
Lexus ES250 Luxury Sunroof,129800,20910,27-04-18,5.00,2018,5.00,69000,1792,Auto,56439,40888,38801,49244,2494,135,1615,Luxury Sedan,AVAIL,01-04-23,17-04-23,LEXUS
Honda Odyssey 2.4A Absolute,35988,20680,25-01-14,9.00,2013,10.00,135000,1630,Auto,26543,34297,84578,40016,2356,140,1770,MPV,AVAIL,17-04-23,17-04-23,HONDA
Mitsubishi Lancer EX 1.6A Sports,68042,12025,13-07-17,6.00,2017,6.00,95371,738,Auto,25130,12479,42801,12479,1590,86,1284,Mid-Sized Sedan,SOLD,26-03-23,27-03-23,MITSUBISHI
Mitsubishi Attrage 1.2A,47800,11700,01-03-17,6.00,2016,7.00,96399,506,Auto,22645,13795,50101,5000,1193,57,940,Mid-Sized Sedan,AVAIL,17-04-23,17-04-23,MITSUBISHI
Mercedes-Benz A-Class A45 S AMG 4MATIC+,338800,33130,14-04-22,1.00,2022,1.00,204,1202,Auto,133289,60847,80210,81525,1991,310,1635,Sports Car,AVAIL,31-03-23,03-04-23,MERCEDES-BENZ
BMW 5 Series 530i Mild Hybrid M-Sport,279000,28010,09-09-21,2.00,2021,2.00,25000,1210,Auto,118081,64084,62600,87352,1998,188,1625,Luxury Sedan,AVAIL,30-03-23,02-04-23,BMW
Mercedes-Benz C-Class C180K (COE till 03/2029),69800,11710,22-04-09,14.00,2008,15.00,137100,1039,Auto,15210,37093,25525,37093,1597,115,1500,Luxury Sedan,AVAIL,15-04-23,15-04-23,MERCEDES-BENZ
Nissan Cefiro 2.3A (COE till 01/2026),29800,10910,09-01-06,17.00,2005,18.00,127300,2433,Auto,15995,26157,58615,28773,2349,127,1540,Luxury Sedan,AVAIL,28-03-23,28-03-23,NISSAN
MINI Cooper Clubman 1.5A,99800,18230,27-12-17,6.00,2017,6.00,102000,684,Auto,46795,29552,57390,28373,1499,100,1320,Hatchback,AVAIL,11-04-23,11-04-23,MINI
BMW 2 Series 216i Active Tourer,114302,16608,25-05-21,2.00,2020,3.00,121205,684,Auto,48876,30762,41801,35067,1499,80,1380,Hatchback,SOLD,10-04-23,15-04-23,BMW
Mazda CX-3 2.0A Deluxe Sunroof,67800,14350,28-02-17,6.00,2016,7.00,71000,1210,Auto,36470,23276,53001,24587,1998,115,1277,SUV,AVAIL,14-04-23,14-04-23,MAZDA
Mercedes-Benz GLA-Class GLA180 Urban Edition,129800,17400,11-12-19,4.00,2019,4.00,44500,740,Auto,42983,25738,33009,28034,1595,90,1435,SUV,AVAIL,12-04-23,12-04-23,MERCEDES-BENZ
Audi Q2 1.4A TFSI CoD S-tronic,97800,14780,26-10-18,5.00,2018,5.00,58000,624,Auto,41468,28726,31301,32217,1395,110,1355,SUV,AVAIL,16-04-23,16-04-23,AUDI
Chevrolet Cruze 1.6A (COE till 09/2029),72405,10821,28-09-09,14.00,2009,14.00,89127,1039,Auto,22938,12914,29485,12914,1598,80,1388,Mid-Sized Sedan,SOLD,08-04-23,10-04-23,CHEVROLET
BMW 1 Series 118i 5DR (COE till 10/2028),80800,14690,16-10-08,15.00,2008,15.00,140400,1812,Auto,17749,31195,32279,31195,1995,100,1300,Hatchback,AVAIL,26-03-23,26-03-23,BMW
Honda N-Van Turbo Style Fun Honda Sensing,76172,9007,31-10-22,1.00,2022,1.00,46340,527,Auto,44331,16686,46714,835,658,74,920,Van,SOLD,02-04-23,03-04-23,HONDA
Tesla Model 3 Electric Performance AWD,225800,23220,30-09-21,2.00,2021,2.00,18288,5384,Auto,101912,73264,68310,58876,2631,377,1844,Luxury Sedan,AVAIL,31-03-23,11-04-23,TESLA
Jeep Wrangler Unlimited Sahara 3.6A,175800,35560,29-06-17,6.00,2017,6.00,75249,3330,Auto,58087,43525,50110,52935,3604,209,1995,SUV,AVAIL,07-04-23,07-04-23,JEEP
Honda Shuttle Hybrid 1.5A Honda Sensing,108800,14170,08-06-20,3.00,2019,4.00,36000,682,Auto,32740,23615,30012,15061,1496,101,1200,Stationwagon,AVAIL,15-04-23,15-04-23,HONDA
BMW 5 Series 523i (COE till 04/2031),94800,11840,18-04-11,12.00,2011,12.00,127555,2155,Auto,37866,47342,47316,47342,2497,150,1650,Luxury Sedan,AVAIL,28-03-23,28-03-23,BMW
Hummer H3 3.7A (COE till 02/2030),113800,16690,08-02-10,13.00,2008,15.00,83600,4771,Auto,25951,28987,38071,28987,3653,180,2231,SUV,AVAIL,17-04-23,17-04-23,HUMMER
Volkswagen Golf 1.4A TSI R-Line Highline Sunroof,100499,14873,23-05-19,4.00,2019,4.00,50589,624,Auto,41328,25020,36704,27028,1395,92,1270,Hatchback,SOLD,25-03-23,03-04-23,VOLKSWAGEN
BYD e6 Electric,126800,14060,22-04-22,1.00,2019,4.00,21000,1443,Auto,64538,28000,71556,22755,1831,90,2420,Hatchback,AVAIL,16-04-23,16-04-23,BYD
Mazda CX-30 2.0A Luxury,134500,14790,13-07-21,2.00,2020,3.00,19500,1210,Auto,65198,23791,56100,25308,1998,121,1453,SUV,AVAIL,30-03-23,17-04-23,MAZDA
Mercedes-Benz C-Class C180 Avantgarde,80800,24490,06-11-15,8.00,2015,8.00,129000,740,Auto,37704,35294,62101,36412,1595,115,1425,Luxury Sedan,AVAIL,25-03-23,27-03-23,MERCEDES-BENZ
Mercedes-Benz C-Class C180 Avantgarde,155800,18740,20-07-20,3.00,2019,4.00,55000,684,Auto,55674,33921,35889,39490,1497,115,1520,Luxury Sedan,AVAIL,16-04-23,16-04-23,MERCEDES-BENZ
Mercedes-Benz S-Class S320L,219800,32570,08-12-17,6.00,2017,6.00,98000,2382,Auto,122608,91724,57390,137104,2996,200,1940,Luxury Sedan,AVAIL,24-03-23,11-04-23,MERCEDES-BENZ
BMW 5 Series 520i Luxury,72800,23120,19-06-15,8.00,2014,9.00,90000,1210,Auto,42603,41532,71509,45145,1997,135,1615,Luxury Sedan,AVAIL,07-04-23,10-04-23,BMW
Porsche Macan 2.0A PDK,288800,32290,02-11-20,3.00,2020,3.00,30400,1194,Auto,98338,65603,40790,90086,1984,185,1795,SUV,AVAIL,13-04-23,13-04-23,PORSCHE
Porsche Panamera Turbo 4.0A PDK,465800,70220,18-04-17,6.00,2017,6.00,53000,3944,Auto,261468,220810,53300,369458,3996,404,1995,Sports Car,AVAIL,26-03-23,10-04-23,PORSCHE
Nissan Note 1.2A DIG-S,54555,12160,29-07-17,6.00,2017,6.00,70280,508,Auto,22330,14301,44002,5000,1198,58,1048,Hatchback,AVAIL,12-04-23,15-04-23,NISSAN
Toyota Camry 2.5A,100375,16392,25-08-16,7.00,2016,7.00,89161,1792,Auto,38584,29296,56956,33015,2494,133,1475,Luxury Sedan,SOLD,28-03-23,28-03-23,TOYOTA
Volvo S80 T5,58777,15620,29-02-16,7.00,2016,7.00,98758,1176,Auto,30187,25596,46970,27835,1969,180,1672,Luxury Sedan,AVAIL,15-04-23,15-04-23,VOLVO
Opel Zafira Grand Tourer 1.4A Turbo,111932,15410,25-06-19,4.00,2017,6.00,43630,606,Auto,41444,24212,34509,25897,1364,103,1538,MPV,SOLD,06-04-23,15-04-23,OPEL
BMW 5 Series 530i,141800,25570,10-08-17,6.00,2017,6.00,80000,1210,Auto,65639,53315,50001,62967,1998,185,1615,Luxury Sedan,AVAIL,11-04-23,11-04-23,BMW
Nissan Serena e-POWER Hybrid 1.2A Highway Star Premium,149800,18380,01-10-20,3.00,2020,3.00,96000,802,Auto,49552,30937,40989,25312,1198,100,1758,MPV,AVAIL,09-04-23,09-04-23,NISSAN
Hyundai Starex 2.5A CRDi,87187,11919,26-01-15,8.00,2014,9.00,44869,761,Auto,41430,20858,55012,1043,2497,91,1800,Van,SOLD,05-04-23,06-04-23,HYUNDAI
Mercedes-Benz C-Class C200 Exclusive,108800,24930,12-10-16,7.00,2016,7.00,88112,1202,Auto,48104,40493,56500,43691,1991,135,1465,Luxury Sedan,AVAIL,15-04-23,15-04-23,MERCEDES-BENZ
Mercedes-Benz E-Class E250 CGI Avantgarde (COE till 05/2031),104888,12910,22-07-11,12.00,2011,12.00,120330,1169,Auto,40399,45144,49716,45144,1796,150,1650,Luxury Sedan,AVAIL,14-04-23,14-04-23,MERCEDES-BENZ
Suzuki Jimny Sierra 1.5A JC,127800,14870,12-07-21,2.00,2020,3.00,9,662,Auto,45039,24026,45001,10637,1460,75,1090,SUV,AVAIL,10-04-23,10-04-23,SUZUKI
Porsche Macan 2.0A PDK Panoramic Roof,178000,37830,28-07-16,7.00,2016,7.00,97000,1194,Auto,88495,75471,56089,107848,1984,185,1845,SUV,AVAIL,14-04-23,14-04-23,PORSCHE
Kia Cerato 1.6A GT Line Sunroof,82758,13002,21-01-21,2.00,2020,3.00,58426,738,Auto,30615,17919,40609,17919,1591,94,1287,Mid-Sized Sedan,SOLD,05-04-23,06-04-23,KIA
Honda Vezel 1.5A X,47888,14200,28-04-16,7.00,2015,8.00,80000,682,Auto,20638,19721,47300,9721,1496,96,1190,SUV,AVAIL,24-03-23,13-04-23,HONDA
Audi A5 Cabriolet Mild Hybrid 2.0A TFSI S-tronic Advanced,269800,25640,09-06-22,1.00,2021,2.00,4918,1194,Auto,137032,54658,92090,70385,1984,140,1730,Sports Car,AVAIL,24-03-23,28-03-23,AUDI
Honda N-Van Turbo Style Fun Honda Sensing,79800,8360,31-10-22,1.00,2022,1.00,7178,559,Auto,45022,17542,47181,878,658,78,960,Van,AVAIL,04-04-23,04-04-23,HONDA
Honda Shuttle 1.5A G Honda Sensing,84212,13575,23-07-21,2.00,2021,2.00,73816,682,Auto,31670,19569,47010,5000,1496,95,1130,Stationwagon,SOLD,30-03-23,04-04-23,HONDA
Honda Jazz 1.5A RS,62800,13920,02-05-17,6.00,2016,7.00,96000,684,Auto,29938,17647,52000,12647,1498,96,1046,Hatchback,SOLD,25-03-23,25-03-23,HONDA
Toyota Estima 2.4A Aeras,80800,22310,02-03-16,7.00,2015,8.00,160000,1638,Auto,34386,29545,51000,33363,2362,125,1740,MPV,AVAIL,06-04-23,15-04-23,TOYOTA
BMW 3 Series 318i Shadow Edition,100800,16030,27-04-18,5.00,2017,6.00,96337,684,Auto,48995,34502,37330,40303,1499,100,1425,Luxury Sedan,AVAIL,28-03-23,05-04-23,BMW
Hyundai Elantra 1.6A GLS Elite,67800,12430,13-03-18,5.00,2018,5.00,65000,738,Auto,29124,13567,40000,13567,1591,94,1345,Mid-Sized Sedan,AVAIL,17-04-23,17-04-23,HYUNDAI
BMW M Series M6 Cabriolet (New 10-yr COE),239777,23960,22-03-13,10.00,2012,11.00,90000,4568,Auto,51294,115584,81936,115584,4395,412,1980,Sports Car,AVAIL,01-04-23,14-04-23,BMW
Nissan Qashqai 1.2A DIG-T,48179,14096,17-11-15,8.00,2015,8.00,126405,508,Auto,23718,18413,56001,13413,1197,85,1285,SUV,SOLD,25-03-23,27-03-23,NISSAN
Mercedes-Benz S-Class S400L,133800,30270,17-04-15,8.00,2014,9.00,96000,2382,Auto,94944,96954,72100,146518,2996,245,1935,Luxury Sedan,AVAIL,13-04-23,13-04-23,MERCEDES-BENZ
Honda Odyssey 2.4A EXV-S Premium Sunroof,98800,20180,27-04-17,6.00,2016,7.00,97000,1630,Auto,46433,30752,54405,35053,2356,129,1855,MPV,AVAIL,28-03-23,28-03-23,HONDA
Mercedes-Benz C-Class C180K Avantgarde (COE till 06/2031),86800,10570,01-07-11,12.00,2011,12.00,105000,890,Auto,37148,31019,45272,31019,1597,115,1500,Luxury Sedan,AVAIL,06-04-23,17-04-23,MERCEDES-BENZ
MINI One 1.2A,76800,15910,22-09-17,6.00,2017,6.00,37600,508,Auto,24723,21810,36001,12534,1198,75,1120,Hatchback,AVAIL,11-04-23,11-04-23,MINI
Mazda 5 2.0A Sunroof,68477,15720,31-10-16,7.00,2016,7.00,94363,1210,Auto,32252,21023,56956,21433,1998,111,1535,MPV,SOLD,10-04-23,17-04-23,MAZDA
