model,price,depreciation,registration_date,manufactured_year,mileage,road_tax,transmission,deregistration_value,omv,coe,arf,engine_cap,power,curb_weight,number_of_owner,types,features,accessories,descriptions,category,status
Honda Shuttle 1.5A G,"$118,800","$12,670",20-Jun-2022,2021,"15,000 km",$682 /yr,Auto,"$66,621","$19,232","$68,501","$5,000","1,496 cc",95.0 kW (127 bhp),"1,130 kg",1,Stationwagon,Features View specs of the Honda Shuttle (2015),NA,"Description Sgcarmart 2023 premium dealer award winner! Buy with confidence! Full loan available, lowest bank and in house interest rates, in house warranty provided, perfect car condition with no repairs needed! All vehicles undergone workshop 120 point inspection check to be certified road worthy. High trade in value!","CategoryPARF Car, Almost New Car, Premium Ad Car",Available for sale. Shortlist this car to get alerted whenever the price or availability changes.
Mercedes-Benz A-Class A180 Style,"$89,888","$19,930",17-Apr-2017,2016,"105,000 km (17.5k /yr)",$740 /yr,Auto,"$32,994","$23,830","$49,430","$20,362","1,595 cc",90.0 kW (120 bhp),"1,395 kg",2,Hatchback,"Features Auto park, Turbo Charged Engine, 7G Tronic Ultra Smooth Gearbox, ABS, Keyless Start/stop, Knockdown Rear Seats, Cruise Control, Auto Headlamp, Wiper View specs of the Mercedes-Benz A-Class (2013-2018)","Accessories Thinkware Cloud Base Front, Rear Recording Cam. Falken FK510, Top Range Sport Tyre, Solar Film, Dual Electric Sport Seats, Parktronic, Paddle Shifter","Description C&C Unit, 10 Years Engine Warranty. 2nd Owner. Regular Maintenance Done At C&C In Feb!l With Receipt, Wear & Tear Replaced At $1800 Too, Easy To Maintain, Save On Petrol, Road Tax, Stable, Sturdy Car, Easy Loan Approval Available. Affordable Monthly Installments. High Trade In For Your Ride. Contact Now For A Viewing.","This car comes with 6-mth Sgcarmart Warranty, the best protection for your car.Ask the dealer to activate the warranty to start the coverage.$0 Repair BillsComprehensive Vehicle Inspection","CategoryPARF Car, Sgcarmart Warranty Cars"
Mazda 2 HB 1.5A Deluxe,N.A,N.A,18-Aug-2020,2019,N.A.,$682 /yr,Auto,N.A.,"$18,325","$33,000","$18,325","1,496 cc",85.0 kW (113 bhp),"1,067 kg",1,Hatchback,"Features Reliable 1.5l inline 4 cylinder DOHC 16v SkyActiv engine, 113bhp, 6 speed auto SkyActiv-drive, istop, smart entry push start/stop, airbags, ABS.","Accessories Premium leather seats, sports rims, factory fitted touchscreen infotainment, gps, reverse camera, knockdown rear seats.","Description Cheapest in the market. Easy to maintain, superb condition with 1 careful owner and fully agent Eurokars maintained with warranty till aug 2023. Low mileage done at 45510km. Must drop by to view the car to appreciate. Trade in and loan available. Call our friendly salesman to make an appointment to view today! Don't miss it! Call us now!","CategoryPARF Car, Premium Ad Car",SOLD
Mercedes-Benz E-Class E250 Cabriolet AMG Line (COE till 07/2030),N.A,N.A,23-Jul-2010,2010,N.A.,"$1,266 /yr",Auto,N.A.,"$58,545","$33,568","$58,545","1,796 cc",150.0 kW (201 bhp),"1,695 kg",6,Sports Car,"Features 1.8L Inline 4 Cylinders DOHC 16V CGI Turbocharged Engine, 5-Speed Auto With Paddle Shifters, ABS, SRS, ESP, HID Headlamps, Dual Electric Memory Seats. View specs of the Mercedes-Benz E250","Accessories 19"" S/Rims, Premium Leather Seats, Upgraded 11.2"" Android Touchscreen Infotainment Systems With GPS/Carplay/BT/Rev.Cam, LED Fog Lamp, UV Film, DashCam",Description 100% loan available! Meticulously well maintained & well taken care of by previous owner with no expense spared! Always sheltered parked yet seldom driven by previous owner with low mileage done! Guaranteed accident free unit in immaculate condition assured! We provides various loan scheme with low Driveaway! All trade in most welcome! So hurry contact us now for a viewing appointment today!,"CategoryCOE Car, Low Mileage Car",SOLD
Volkswagen Golf 1.4A TSI R-Line Sunroof,"$59,800","$17,330",01-Apr-2016,2015,N.A.,$624 /yr,Auto,"$24,334","$25,089","$47,604","$17,125","1,395 cc",110.0 kW (147 bhp),"1,288 kg",3,Hatchback,"Features 1.4l turbocharged engine, 7 speed dual clutch transmission, keyless entry and push start. View specs of the Volkswagen Golf","Accessories Leather seats, Sunroof, LED lights, upgraded 10.","Description Well maintained. Wear and tear replaced. New mechatronic. Clutch. Flywheel. LTA approved Bastuck exhaust. CTS intake and pipings. Upgraded intercooler. Hybrid turbo, 6 pot big brake kit, Konig rims. Stage 3 tuned 2xx Bhp and maintained by reputable workshop. I can help arrange with loan and insurance if needed.","CategoryPARF Car, Direct Owner Sale",Available for sale. Shortlist this car to get alerted whenever the price or availability changes.
Mazda 5 2.0A Sunroof,"$54,800","$13,960",30-Jun-2016,2016,"95,170 km (14k /yr)","$1,210 /yr",Auto,"$30,736","$20,134","$55,100","$20,188","1,998 cc",111.0 kW (148 bhp),"1,535 kg",3,MPV,"Features 1.5L 4 cylinder inline DOHC SkyActiv-G engine, 149bhp, 190nm, airbags, auto headlights, fog lights, Sunroof, retractable side mirrors. View specs of the Mazda 5 (2012-2018)","Accessories Leather seats, rear aircon, multi function steering, Bluetooth, reverse camera/sensors, in car camera, solar film.",Description Buy with assurance! Warranty till COE expire. Mthly only $9xx for a MPV. Highly practical family 7 seater MPV! Dual power sliding door! 2+3+2 seating configuration! No drive shaft hump at the second row! Welcome STA evaluation for a piece of mind! Flexible financing schemes and in house loans available! Low interest rate. High trade in.,"CategoryPARF Car, Premium Ad Car",Available for sale. Shortlist this car to get alerted whenever the price or availability changes.
Volkswagen Golf GTI 5DR (COE till 12/2030),"$98,800","$12,830",27-Dec-2010,2010,"84,000 km (6.8k /yr)","$1,552 /yr",Auto,"$31,333","$34,263","$40,714","$34,263","1,984 cc",155.0 kW (207 bhp),"1,339 kg",2,Sports Car,Features Mk6 iconic bulletproof gearbox and engine Golf GTI. 2L engine with 6 speed wet clutch DSG. Stock vehicle well maintained by female user. View specs of the Volkswagen Golf,Accessories Android player. Bluetooth Spotify Waze all available. EA888 bulletproof engine.,"Description 1 owner unit. 2 owner due to COE renewal. Upgrade to a 2.0L vehicle now for a powerful drive! Trade in most welcome! Bank loan, high loan/full loan all welcomed! Speedy loan approval with hassle free transaction! Pm our sales now for viewing and test drive before it's gone!","CategoryCOE Car, Premium Ad Car, Low Mileage Car",Available for sale. Shortlist this car to get alerted whenever the price or availability changes.
Mitsubishi Fuso Canter FEB21,N.A,N.A,27-Jun-2018,2018,N.A.,N.A.,Manual,N.A.,"$35,480","$32,001","$1,774","2,998 cc",1,"2,240 kg",1,Truck,Features Commercial vehicle. Buy/sell/trade.,Accessories Full canopy.,Description New paintwork. Well maintenance. Servicing done. High loan available. Trade in welcome. Call now for viewing.,Category -,SOLD
Mercedes-Benz A-Class Saloon A200 Sport,"$135,800","$17,510",09-Mar-2020,2019,"58,000 km (18.7k /yr)",$586 /yr,Auto,"$45,151","$27,182","$32,801","$30,055","1,332 cc",120.0 kW (160 bhp),"1,385 kg",3,Luxury Sedan,"Features 1.4L 4 cylinders turbocharged engine, 7G-DCT auto transmission, multi function steering control, ABS, airbags, traction control. Keyless start/stop.","Accessories Rear aircon, upgraded sport rim, MBUX multimedia system, cruise control, dynamic select, multi function steering wheel, reverse camera.",Description Lowest depreciation unit in the market! A sporty sedan with great fuel efficiency! Great conditioned unit with no repairs needed! Trade in welcome! Flexible bank/in house loans available! Low financing bank interests from 2.78%! In house loan available too from 2.98%! Viewing strictly on appointment basis only! Contact us now for more details!,"CategoryPARF Car, Premium Ad Car",Available for sale. Shortlist this car to get alerted whenever the price or availability changes.
BMW 3 Series 328i (COE till 09/2031),N.A,N.A,02-Mar-2012,2011,N.A.,"$1,452 /yr",Auto,N.A.,"$43,544","$58,124","$43,544","1,997 cc",180.0 kW (241 bhp),"1,455 kg",3,Luxury Sedan,"Features BMW 2.0L TwinPower turbo, 241bhp/350nm, 8 speed bulletproof ZF transmission. 10 SRS airbags, cruise control, auto climate control. View specs of the BMW 3 Series Sedan","Accessories Full M3 body kit, front electric memory seats, comfort access, keyless start/stop, multi function sport steering wheel, Bluetooth connectivity iDrive.","Description Int & ext frozen white sprayed, original 19"" BBS rims w PS4S, Ksport coilover, BBK, pedalbox, full M3 bodykit. Engine in full stock condition! All wear & tear done up and regularly serviced! Genuine low mileage. Lady driver and meticulously well taken care of! Parked under shelter daily. Bank/high/loan available! All trade-in welcome! Pre-purchase inspection welcome! Contact us for a viewing now.",CategoryCOE Car,SOLD
Toyota Hiace Commuter 2.8A GL,"$165,988","$17,250",29-Nov-2022,2022,N.A.,N.A.,Auto,"$56,856","$35,303","$59,090","$1,766","2,754 cc",1,"2,180 kg",1,Bus/Mini Bus,Features View specs of the Toyota Hiace,NA,Description New various units available! 13 seaters excursion bus with rear aircon.! Auto door! Push/start ignition! Free 8 x servicing and 5 years warranty! Comes with in built Android player & accessories! Register upon purchase! Smooth paperwork process and fast handover! Trade in welcome too! We provide full loan with minimum documents! Contact salesman Paul now for more details!,"CategoryAlmost New Car, Premium Ad Car",Available for sale. Shortlist this car to get alerted whenever the price or availability changes.
BMW X5 xDrive35i 7-Seater Sunroof,N.A,N.A,29-Jun-2015,2015,N.A.,"$2,362 /yr",Auto,N.A.,"$73,578","$75,801","$104,441","2,979 cc",225.0 kW (301 bhp),"2,030 kg",3,SUV,"Features Carro Certified. 12 months engine and gearbox warranty, no major accidents, no mileage tampering and 5-day money back guarantee. View specs of the BMW X5",Accessories All vehicles have gone through a rigorous 160 point inspection to ensure full transparency of the condition the vehicle. Enquire to find out more!,"Description Experience luxury and performance with the 2015 BMW X5. With a spacious cabin and sleek design, it's perfect for families who want both comfort and style. Equipped with advanced technology, including a premium sound system and a navigation system, this car is perfect for long drives. With superior handling and exceptional performance, it's sure to provide an exhilarating driving experience.","CategoryPARF Car, Premium Ad Car",SOLD
Suzuki Swift 1.3M XG (COE till 03/2029),N.A,N.A,28-May-2009,2008,N.A.,$818 /yr,Manual,N.A.,"$11,841","$25,525","$11,841","1,328 cc",67.0 kW (89 bhp),"1,000 kg",3,Hatchback,"Features Powered by 1.3L 4 cylinders inline 16 valves DOHC 5 speed manual, front wheel drive, airbags. View specs of the Suzuki Swift","Accessories Keyless entry/start/stop. Leather seat. Sports rim. Fitted audio system, Solar film. Retractable mirror. Reverse Sensor.","Description $0 drive/full loan! Sporty Black colour. Fuel Consumption. 14.9 km/L. Low mileage. In house or bank loan available! Fast, easy and flexible loan approval! Low mileage, mint condition. Buy with confidence! Viewing and test drive available daily including weekend from 10am To 7pm! Vehicle checked by our workshop. Peace of mind.","CategoryCOE Car, Premium Ad Car",SOLD
Volkswagen Golf 1.4A TSI,N.A,N.A,28-May-2014,2014,N.A.,$624 /yr,Auto,N.A.,"$20,925","$65,689","$6,295","1,395 cc",90.0 kW (120 bhp),"1,249 kg",3,Hatchback,"Features Responsive 1.4L TSI engine, 120bhp, 7 speed DSG BlueMotion technology. Steering control. Auto headlamps. Rain sensors. Electric brake/brake hold. View specs of the Volkswagen Golf (2012-2021)","Accessories Bastuck Exhaust, Bilstein suspension, Premium leather upholstery, factory fitted audio system, retractable side mirrors, multi-function steering wheel",Description Want to try a modded Golf? Look no further! This golf unit is stage 2 tuned with full receipts by MTR. Comes with Upgraded headlights and comes with Bilstein suspension as well as K&N Air intake and Bastuck exhaust. Full Loan/ and high trade in rate available! Strictly appointment basis!,"CategoryPARF Car, Premium Ad Car",SOLD
Mercedes-Benz SLK-Class SLK200ML (COE till 04/2029),"$59,800",N.A.,26-Dec-2000,2000,N.A.,"$1,815 /yr",Auto,N.A.,"$43,842","$35,411","$61,379","1,998 cc",NA,N.A.,NA,Sports Car,"Features Sporty, Powerful 2.0L 163bhp SLK200 Compressor, Steptronic Gear, Auto Retractable Hardtop, Power Steering, Central Locking, Remote Control.","Accessories Electric Retractable Hard Top, Black Edition Sport Rim. Fog Lamps, Reverse Sensors, DVD Player, Fully Functional Convertible Hard Top,powerful SLK200.",Description Confirm Most Elegant. Sure Love At First Sight. Very Sleek Coupe. Electric Hard Top Opening With A Touch Of The Button. Beautiful Metallic Pearl White With Stylish Red Leather Interior. Well Maintained With Extended Warranty. Look No Further! Car Available. Don't Miss It. View Now! Flexible Loan Available. High Trade In Are Available. Meet Our Friendly Consultant For A Non Obligation Advice.,CategoryCOE Car,Available for sale. Shortlist this car to get alerted whenever the price or availability changes.
Mercedes-Benz AMG GT 43 Mild Hybrid 4MATIC+,"$458,888",N.A.,N.A.,Auto,"16,000 km",N.A.,,N.A.,"$30,000",New 10-yr COE,NA,"3,000 cc",NA,N.A.,NA,Luxury Sedan,"Features Rear wheel drive turbocharged inline 6 engine with EQ boost! Armed with 362bhp,369 Nm torque and AMG 9 speed gearbox that accelerates 0-100km in 4.8s.","Accessories Sunroof, 20'' AMG rims, keyless go package, parking package, apple play, active lane change assist, Burmester sound system.",Description Trade in welcomed! One and only unit for sale now. Black interior with Nappa leather.,Additional Imported Used Vehicle. Comes with new 10-yr COE.,"CategoryImported Used Vehicle, COE Car, Rare & Exotic, Low Mileage Car, Hybrid Cars"
Toyota Harrier 2.4A (COE till 11/2027),"$62,000","$13,440",27-Nov-2007,2007,"280,000 km (18.2k /yr)","$2,457 /yr",Auto,"$23,132","$29,556","$50,168","$32,512","2,362 cc",118.0 kW (158 bhp),"1,600 kg",2,SUV,"Features Responsive 2.4L DOHC VVT-I engine, smooth 5 speed auto transmission, ABS, airbags, dual zone climatic aircon, rear aircon. View specs of the Toyota Harrier (2004-2012)","Accessories RX350 Lexus bodykit, electric leather seats, sport rims, knockdown rear seats, retractable side mirrors.","Description Full loan/bank loan available. Superbly well maintained unit. All wear and tear done up by owner, drive with a peace of mind! Workshop check/STA evaluation welcome. Trade in/consignment available for your ride. Viewing available in our showroom daily strictly by appointment only. Contact us today!","CategoryCOE Car, Premium Ad Car",Available for sale. Shortlist this car to get alerted whenever the price or availability changes.
Audi A5 Cabriolet Mild Hybrid 2.0A TFSI S-tronic Advanced,N.A,N.A,14-Dec-2020,2020,N.A.,"$1,194 /yr",Auto,N.A.,"$54,521","$45,012","$70,138","1,984 cc",140.0 kW (187 bhp),"1,730 kg",1,Sports Car,Features Original Condition. View specs of the Audi A5 Cabriolet Mild Hybrid (2020),Accessories Factory Fitted Interior.,Description Experience Emotion With The Audi A5 Cabriolet! Enjoy An Exhilarating Driving Experience With Better View And Comfort. Basically A Sporty And Elegance Unit That Fit 4 Paxs Comfortably With Decent Boots Space And Head Room. Full Agent Service Unit With 5 Years/unlimited Mileage Warranty. Price Listed Are Final Inclusive Of GST. Flexible And Various Auto Financing Available At Competitive Rates.,"CategoryPARF Car, Premium Ad Car, Hybrid Cars",SOLD
Toyota Wish 1.8A (COE till 10/2023),"$8,800","$16,300",16-Jan-2009,2008,"156,971 km (11k /yr)","$1,458 /yr",Auto,"$1,733","$18,803","$16,140","$18,803","1,794 cc",97.0 kW (130 bhp),"1,310 kg",3,MPV,Features Last Serviced At 151330km. Next Service At 161330km. View specs of the Toyota Wish,Accessories Leather Seats. Car Audio. Sport Rims.,Description Stock Condition. Cash Payment Only. Immediate Transfer Car Ownership. WhatsApp Msg/call For Viewing Appointment. Please Refrain From Texting Me Your Offer. I Am Not Interested. Thank You.,"CategoryCOE Car, Direct Owner Sale",Available for sale. Shortlist this car to get alerted whenever the price or availability changes.
Toyota Camry 2.0A (COE till 02/2029),N.A,N.A,13-Apr-2009,2009,N.A.,"$1,694 /yr",Auto,N.A.,"$25,948","$31,933","$25,948","1,998 cc",108.0 kW (144 bhp),"1,530 kg",1,Luxury Sedan,,,,,
Mercedes-Benz A-Class A180 Style,"$83,888","$16,540",09-Oct-2017,2017,"81,000 km (14.7k /yr)",$740 /yr,Auto,"$32,934","$23,295","$42,900","$19,613","1,595 cc",90.0 kW (120 bhp),"1,395 kg",1,Hatchback,"Features 1.6L Turbocharged Engine, 120bhp, 7G-tronic Auto With Paddle Shifters, ABS, Airbags, Cruise Control, Dynamic Select, Auto Headlights, Rain Sensor. Vie View specs of the Mercedes-Benz A-Class",Accessories Multi Function Steering.Auto Headlights/Rain Sensing.Paddle Shifters.Rear Aircon.Knockdown Rear Seats.Bluetooth.Cruise Control.Driver's Electric Seat.,"Description One owner unit, Accident Free, Low Fuel Consumption, Tip Top Condition, Don't Miss! Genuine And Transparent Dealing Backed By Positive Reviews, Buy With Assurance! 100% Loan Available, Trade In Welcome. Contact Us For A Viewing Today!",CategoryPARF Car,Available for sale. Shortlist this car to get alerted whenever the price or availability changes.
Isuzu NQR75U,N.A,N.A,13-Sep-2019,2019,N.A.,N.A.,Auto,N.A.,"$43,193","$26,501","$2,160","5,193 cc",1,"4,520 kg",1,Truck,NA,Accessories Auto Unit.Mine Is 100% Chop & Sign Geniune Low Mileage 63999km.Fully Agent Servicing And Maintained Since Days 1.Full Canopy Bouns Full Checker Plate,"Description 1 Owner. 19 Feet Full Canopy Bonus Full Checker Plate, 6 New Tyres Just Replace. Mine Is 100% Chop & Sign Geniune Low Mileage 63999km Only. Fully Agent Servicing And Maintained Since Days 1. 100% Loan Available. 100% No Gimmick On Price. Very Nice And Clean Interior And Exterior. Hurry Bring Your Old Lousy Truck To Trade This Wonderful Excellent Outstanding Iron Horse Back Home Now. Call Now.",SOLD,ResourcesCar Valuation - FreeFind out the market value of your existing car for free. Get startedVehicle EvaluationAfraid of lemons? Request to have this car evaluated professionally. Find out more
Mercedes-Benz A-Class Saloon A250 AMG Line,"$180,800","$23,560",06-Dec-2019,2019,"45,000 km (13.4k /yr)","$1,202 /yr",Auto,"$63,020","$40,438","$40,009","$48,614","1,991 cc",165.0 kW (221 bhp),"1,375 kg",2,Luxury Sedan,"Features Responsive 2.0L turbocharged engine, 221bhp/350nm, 0-100kmh 6.3 seconds, 7G-DCT transmission, Apple CarPlay/Android Auto system, 2 tone leather seats.","Accessories Upgraded 19"" rims, dual wide screen cockpit digital display, navigation system, 64 colour ambient lighting, LED headlight, active brake assist.","Description Only A250 Sedan AMG line Model in the market, Full agent maintained, superbly well maintained, low mileage, 100% accident free! Bank and in house finance available! Trade in welcome, call now! Don't missed this beauty!",CategoryPARF Car,Available for sale. Shortlist this car to get alerted whenever the price or availability changes.
